segment_id,source_file,table_id,speaker_code,speaker_type,role_label,attribution_status,question_id,segment_text,codes,language
D2_S0053,HWYO0AR.docx,0,D2_M01,moderator,"Moderator, Table 0",identified,Q6,في هذا السؤال الثالث: ما هي الفرص المتاحة حالياً لتعزيز دمج ركائز الحياة الطيبة في منظومتنا الصحية؟ وهل توجد نقاط محددة أو مسارات قائمة في النظام الصحي الحالي يمكننا من خلالها النفاذ لإدماج هذه الركائز وتثبيتها كجزء أصيل من الرعاية الصحية؟,moderator_context,ar
D2_S0054,HWYO0AR.docx,0,D2_P06,participant,"Family and religious adviser, Table 0",identified,Q6,"إن من أبرز الفرص المتاحة حالياً هو البناء على تجربة ""برنامج المطوع""؛ فهي تجربة قامت على دراسة طبية شرعية نفسية، ونتاج اجتماعات مطولة مع مؤسسة حمد الطبية. لقد بدأ البرنامج كإرشاد للراغبين، ثم تطور ليشمل زيارات تخصصية لمرضى السرطان وغيرهم، مما أتاح إدخال الجرعة الروحية بطريقة قانونية وبتنسيق نفسي وإداري واختيار دقيق للكوادر، وقد نجحت التجربة نجاحاً منقطع النظير.",general_response,ar
D2_S0055,HWYO0AR.docx,0,D2_M01,moderator,"Moderator, Table 0",identified,Q6,"ما هي الفرص المتاحة لدمج ركائز الحياة الطيبة في النظام الصحي؟ ومن أين يمكننا النفاذ لتطبيقها؟ ما هي المداخل الممكنة حسب رأيكم؟ وهل توجد نقاط في ""السيستم"" الحالي يمكن من خلالها إدخال هذه الركائز؟",moderator_context,ar
D2_S0056,HWYO0AR.docx,0,D2_P05,participant,"Senior psychiatrist and policy adviser, Table 0",identified,Q6,إن أعظم فرصة حقيقية هي أن المجتمع مهيأ تماماً للتقبل؛ فهو مجتمع خير، يسوده الإسلام والرحمة والتواصل، وهذه الأسس المتجذرة ستجعل إدخال ركائز الحياة الطيبة في المؤسسات الصحية أمراً غير مستعصٍ.,general_response,ar
D2_S0057,HWYO0AR.docx,0,D2_M01,moderator,"Moderator, Table 0",identified,Q6,اين الفرص هنا؟,moderator_context,ar
D2_S0058,HWYO0AR.docx,0,D2_P05,participant,"Senior psychiatrist and policy adviser, Table 0",identified,Q6,تكمن الفرصة في حسن اختيار من يمتلك القبول والقدرة على إقناع الآخرين، وسأضرب لكم مثالاً بسيطاً من واقع تجربتي؛ فقد كانت هناك مريضة فاضلة تعاني من ورم كبير جداً في الرحم، بالإضافة إلى إصابتها باضطراب وجداني ثنائي القطب. وكان الطبيب المعالج في مستشفى النساء والولادة متمكناً جداً في تخصص استئصال الأورام، ولكنه كان هندوسياً، وعندما علمت المريضة بمعتقده رفضت إجراء العملية عنده رفضاً قاطعاً وقالت: 'أفضل الموت على أن يعالجني'.,general_response,ar
D2_S0059,HWYO0AR.docx,0,D2_P01,participant,"Senior healthcare leader, Table 0",identified,Q6,"لماذا لا نراعي هذا الجانب؟ فالرجال والنساء يدركون هذه الحساسية تماماً. ولو سألتَ أي زوج الآن: من تفضل أن يعالج زوجتك؟ سيقول: ""بالتأكيد أريد طبيبة"".",general_response,ar
D2_S0060,HWYO0AR.docx,0,D2_P02,participant,"Consultant obstetrician-gynaecologist, Table 0",identified,Q6,"أولاً، يجب إزالة المخاوف الموجودة في المجتمع؛ مخاوف المقاومة وعدم التقبل لوجود الصحة النفسية بصورة عامة، وذلك بسبب النظرة المجتمعية لاسم ""الصحة النفسية"". نحن لدينا عيادة مشتركة لعلاج النساء الحوامل وما بعد الولادة من الاضطرابات النفسية، ولم نسمّها عيادة الأمراض النفسية، بل اخترنا لها مسمىً آخر لنمحو الاسم الذي قد يسبب حرجاً لمن يراه، والآن لم يعد هناك تخوف مجتمعي من ارتيادها.",general_response,ar
D2_S0061,HWYO0AR.docx,0,D2_P03,participant,"Consultant obstetrician-gynaecologist and executive leader, Table 0",identified,Q6,بالنسبة لي، لا تقتصر المسألة على الحالات النفسية فحسب؛ فنحن نواجه تحدي التشوهات الخلقية والأمراض الوراثية، خاصة وأننا مجتمع متداخل يكثر فيه زواج الأقارب، مما أدى لظهور جيل جديد من هذه الأمراض.,general_response,ar
D2_S0062,HWYO10AR.docx,10,D2_P25,participant,"Sports podiatry professional, Table 10",identified,Q1,"For me, I think well-being is about taking care of yourself in all aspects of life, including the mental side to release stress through physical activity. Miguel defines well-being as the ability to live in a balanced rhythm—where both responsibilities and pleasures coexist—and where emotions remain steady and manageable.",general_response,en
D2_S0063,HWYO10AR.docx,10,D2_P24,participant,"Psychologist, Table 10",identified,Q1,"Well-being is subjective; it is a peace of mind and the ability to cope with challenges through resilience.from a youth-focused psychological perspective, prioritizes social connection. She argues that having a strong support system is the key to navigating the confusion of youth, making it acceptable not to have all the answers.",general_response,en
D2_S0064,HWYO10AR.docx,10,D2_P25,participant,"Sports podiatry professional, Table 10",identified,Q1,"Support is very important, especially family support, which leads to being more optimistic later on. His interpretation shows that the definition of wellbeing is not static but evolves with age. He contrasts a youthful focus on physical ability with a mature focus on the mental and motivational aspects of maintaining that physicality later in life.",general_response,en
D2_S0065,HWYO10AR.docx,10,D2_P26,participant,"Staff nurse, Table 10",identified,Q1,"Personally, I feel it is a balance between what I have to do and what I like to do, without extreme highs or lows. defines wellbeing as a collective, social construct. Her personal sense of wellness is directly linked to the state of her social circle, highlighting the interdependent nature of happiness and support among loved one",general_response,en
D2_S0066,HWYO10AR.docx,10,D2_P27,participant,"Researcher, Table 10",identified,Q1,"For me, well-being is about having connections, relationships, and support, and it is okay to be confused.",general_response,en
D2_S0067,HWYO10AR.docx,10,D2_P28,participant,"Human resources professional, Table 10",identified,Q1,"My definition has changed over time; when I was younger, it was physical health, but at age 40, it is more about motivating yourself to stay physical. Self-Care Focus centers on personal responsibility. Wellbeing is achieved by actively taking care of oneself across all domains (social, mental, physical) and using specific activities as tools to manage stress.",general_response,en
D2_S0068,HWYO10AR.docx,10,D2_P29,participant,"Clinical psychologist, Table 10",identified,Q1,"To me, well-being is a social aspect, ensuring my ""circle"" of people is okay, as they can uplift me. iInterpretation is psychological, defining wellbeing as an internal state of ""peace of mind"" and the ""ability to cope with challenges."" She highlights resilience as the core mechanism for maintaining this state.",general_response,en
D2_S0069,HWYO10AR.docx,10,D2_P30,participant,"Nurse, Table 10",identified,Q1,"It is about feeling safe, having access to healthcare, and having a good salary, all of which contribute to my well-being as a youth. Her interpretation emphasizes the foundational role of the family. She believes that strong family support is the starting point for developing an optimistic outlook and the strength to handle life's problems.",general_response,en
D2_S0070,HWYO10AR.docx,10,D2_P28,participant,"Human resources professional, Table 10",identified,Q2,"It is subjective; for youth, it means doing well in school and having friends.",general_response,en
D2_S0071,HWYO10AR.docx,10,D2_P29,participant,"Clinical psychologist, Table 10",identified,Q2,"It is a combination of physical, mental, social, and spiritual well-being; if one is socially down, they are not a well person.",general_response,en
D2_S0072,HWYO10AR.docx,10,D2_P30,participant,"Nurse, Table 10",identified,Q2,"I describe someone as well if, despite challenges, they continue daily activities and do not give up.",general_response,en
D2_S0073,HWYO10AR.docx,10,D2_P25,participant,"Sports podiatry professional, Table 10",identified,Q2,"To me, it means a person is stable, with no drastic positive or negative changes.",general_response,en
D2_S0074,HWYO10AR.docx,10,D2_P24,participant,"Psychologist, Table 10",identified,Q2,"It is about coping strategies; one can be in a difficult financial moment but still be ""well"" through their own perception and strategies.",general_response,en
D2_S0075,HWYO10AR.docx,10,D2_P25,participant,"Sports podiatry professional, Table 10",identified,Q2,"Wellness is around equilibrium and being present, rather than wealth or stature.",general_response,en
D2_S0076,HWYO10AR.docx,10,D2_P26,participant,"Staff nurse, Table 10",identified,Q2,"For today's youth, being well means changing your perspective into something positive despite lacking resources.",general_response,en
D2_S0077,HWYO10AR.docx,10,D2_P27,participant,"Researcher, Table 10",identified,Q2,They need to feel satisfied with themselves.,general_response,en
D2_S0078,HWYO10AR.docx,10,D2_P28,participant,"Human resources professional, Table 10",identified,Q2,It is not always balanced; youth may focus on the intellectual pillar during transitions while neglecting the physical.,general_response,en
D2_S0079,HWYO10AR.docx,10,D2_P29,participant,"Clinical psychologist, Table 10",identified,Q2,Reality is that you will go up or down in different pillars; they won't all be balanced at once.,general_response,en
D2_S0080,HWYO10AR.docx,10,D2_P30,participant,"Nurse, Table 10",identified,Q2,"They are connected; if you are not emotionally stable, your physical aspect will be affected.",general_response,en
D2_S0081,HWYO10AR.docx,10,D2_P25,participant,"Sports podiatry professional, Table 10",identified,Q2,"Finding a balance is key; hiding one pillar to allow another can lead to living in ""trouble"".",general_response,en
D2_S0082,HWYO10AR.docx,10,D2_P24,participant,"Psychologist, Table 10",identified,Q2,The social pillar is the most important for young people because you cannot do anything alone.,general_response,en
D2_S0083,HWYO10AR.docx,10,D2_P25,participant,"Sports podiatry professional, Table 10",identified,Q2,"Having the pillars visible, like on a fridge, makes you more aware and reflective.",general_response,en
D2_S0084,HWYO10AR.docx,10,D2_P26,participant,"Staff nurse, Table 10",identified,Q2,"If emotional health needs are met, all other pillars will fall into place.",general_response,en
D2_S0085,HWYO10AR.docx,10,D2_P27,participant,"Researcher, Table 10",identified,Q2,"You must switch from being a ""worker"" to taking care of yourself, rather than just working for your family.",general_response,en
D2_S0086,HWYO10AR.docx,10,D2_P28,participant,"Human resources professional, Table 10",identified,Q4,"In the private sector, we lack resources; doctors have only 20 minutes per consultation, which hinders the physical and emotional side.",general_response,en
D2_S0087,HWYO10AR.docx,10,D2_P30,participant,"Nurse, Table 10",identified,Q4,"Public health involves extra effort and overbooking to care for patients, but we cannot always fix the appointment delays.",general_response,en
D2_S0088,HWYO10AR.docx,10,D2_P25,participant,"Sports podiatry professional, Table 10",identified,Q4,"Physical, emotional, and spiritual aspects are reflected, but social and intellectual ones are lacking.",general_response,en
D2_S0089,HWYO10AR.docx,10,D2_P24,participant,"Psychologist, Table 10",identified,Q4,The pressure of having 30 patients waiting outside damages the image of healthcare professionals because they cannot spend enough time with each person.,general_response,en
D2_S0090,HWYO10AR.docx,10,D2_P25,participant,"Sports podiatry professional, Table 10",identified,Q4,Services focus on illness and crisis rather than well-being or prevention because it is hard to justify the cost to families.,general_response,en
D2_S0091,HWYO10AR.docx,10,D2_P26,participant,"Staff nurse, Table 10",identified,Q4,"We are good at social and physical elements, but we are not good at the emotional pillar for staff or athletes.",general_response,en
D2_S0092,HWYO10AR.docx,10,D2_P27,participant,"Researcher, Table 10",identified,Q4,I have experienced one-year delays for physiotherapy and poor mental health diagnoses in the public sector.,general_response,en
D2_S0093,HWYO10AR.docx,10,D2_M09,moderator,"Moderator, Table 10",identified,Q4,"Discusses the challenge of Qatar being a ""melting pot"" with diverse religions and cultural backgrounds, making it difficult to apply the pillars without marginalizing groups.",moderator_context,en
D2_S0094,HWYO10AR.docx,10,D2_P28,participant,"Human resources professional, Table 10",identified,Q4,The main barrier is the lack of understanding between the lower part of the pyramid and higher management. We are often afraid to give opinions for improvement.,general_response,en
D2_S0095,HWYO10AR.docx,10,D2_M09,moderator,"Moderator, Table 10",identified,Q4,"Acknowledges that ""front liners"" understand the system issues better than those in offices and notes that Day 5 of the workshop will be for decision-makers to review these points anonymously.",moderator_context,en
D2_S0096,HWYO10AR.docx,10,D2_P28,participant,"Human resources professional, Table 10",identified,Q4,"There is a lack of ""out of the box"" thinking. If an order says something must be white and you bring a better blue version, it is rejected simply because it isn't white. The social side is split between physicians and management.",general_response,en
D2_S0097,HWYO10AR.docx,10,D2_M09,moderator,"Moderator, Table 10",identified,Q4,Mentions a new initiative to digitalize all healthcare providers into one platform for live dashboards and better data.,moderator_context,en
D2_S0098,HWYO10AR.docx,10,D2_P29,participant,"Clinical psychologist, Table 10",identified,Q4,"We need more support from social workers. Currently, appointments are delayed; if a CBT session is two months after the first, it is not effective.",general_response,en
D2_S0099,HWYO10AR.docx,10,D2_P25,participant,"Sports podiatry professional, Table 10",identified,Q4,"A major barrier is patients accepting help. In the UK, policy changes driven by the government (like suicide prevention) helped create frameworks. Currently, many initiatives are financially driven rather than quality-driven.",general_response,en
D2_S0100,HWYO10AR.docx,10,D2_P24,participant,"Psychologist, Table 10",identified,Q4,Integration is possible because there are true intentions and passion to make it work.,general_response,en
D2_S0101,HWYO10AR.docx,10,D2_P25,participant,"Sports podiatry professional, Table 10",identified,Q4,"In the NHS, they used mandatory friends and family questionnaires; if leadership makes something mandatory or ties it to revenue, it happens.",general_response,en
D2_S0102,HWYO10AR.docx,10,D2_P30,participant,"Nurse, Table 10",identified,Q4,"Provider workload and burnout are huge challenges. We ask patients how they are, but at the end of the day, who asks us how we are?.",general_response,en
D2_S0103,HWYO10AR.docx,10,D2_P27,participant,"Researcher, Table 10",identified,Q4,"My husband, a surgeon at Hamad, needed an urgent MRI for a nerve injury in his hand. Even as staff, he was told it would take two months, and he only got it in two weeks by using personal connections.",general_response,en
D2_S0104,HWYO10AR.docx,10,D2_P28,participant,"Human resources professional, Table 10",identified,Q4,I recommend that every institution with over 500 workers should have a dedicated psychologist or psychiatrist exclusively for staff.,general_response,en
D2_S0105,HWYO10AR.docx,10,D2_P29,participant,"Clinical psychologist, Table 10",identified,Q4,"The issue is stigma. Even if services exist, staff fear being judged if they seek help.",general_response,en
D2_S0106,HWYO10AR.docx,10,D2_P24,participant,"Psychologist, Table 10",identified,Q4,"We need designated spaces for staff well-being. Healthcare workers cannot care for others if there is no space for their own health, like proper break rooms or gyms.",general_response,en
D2_S0107,HWYO10AR.docx,10,D2_P25,participant,"Sports podiatry professional, Table 10",identified,Q4,"We should rebrand mental health services to ask open questions about children, finances, or loneliness to break the stigma. My institution also uses employee engagement teams for sports tournaments and celebrations.",general_response,en
D2_S0108,HWYO10AR.docx,10,D2_P25,participant,"Sports podiatry professional, Table 10",identified,Q4,"We have a suggestion box, but there is no follow-up. Some ideas have been sitting there for 13 years.",general_response,en
D2_S0109,HWYO10AR.docx,10,D2_P28,participant,"Human resources professional, Table 10",identified,Q4,"In my institute, we have a dedicated quality and safety team that takes suggestions directly to management for actionable plans.",general_response,en
D2_S0110,HWYO10AR.docx,10,D2_P30,participant,"Nurse, Table 10",identified,Q4,"Our head nurse holds an open forum every week to discuss problems and solutions, though this is an initiative, not a formal policy.",general_response,en
D2_S0111,HWYO10AR.docx,10,D2_P27,participant,"Researcher, Table 10",identified,Q4,"There is a disconnect between admin and providers. New managers often bring foreign policies (from the UK or US) that don't fit Qatar, and staff don't have time to keep up with the constant changes.",general_response,en
D2_S0112,HWYO10AR.docx,10,D2_P25,participant,"Sports podiatry professional, Table 10",identified,Q4,Change management is often handled poorly. We need digital transformation teams that involve ground-level staff from the start.,general_response,en
D2_S0113,HWYO11AR.docx,11,D2_U02,unclear,Attribution indeterminate,indeterminate,Q1,مثل ما قلت التصالح يعني مع كل شيء. أول شيء العائلة،،، أنه يكون عنده support system  متين، يعني عنده صلة بعائلته قوية، وهي تعوضه عن الاصدقاء والاطباء النفسيين  وكل شيء.,general_response,ar
D2_S0114,HWYO11AR.docx,11,D2_M10,moderator,"Moderator, Table 11",identified,Q1,الحياة الطيبة شنو هي بالنسبة لك،، شنو معنى أنا عايش حياة طيبة؟,moderator_context,ar
D2_S0115,HWYO11AR.docx,11,D2_U02,unclear,Attribution indeterminate,indeterminate,Q1,مثل ما قلتلك هذا الشي بالنسبة لي،، فما كنت أكلمك بشكل عام.,general_response,ar
D2_S0116,HWYO11AR.docx,11,D2_P32,participant,"Psychiatrist, Table 11",identified,Q1,أنا المجال النفسي بتاعي،، من 35 سنة طبيبة نفسية، انا حئول خبرتي بالنسبة ليّة من اللي تعلمتوا في بيئتي واللي اخدتو من المراجعين.. الحياة الطيبة بالنسبة لي أنه يكون عندي مرجع،، المرجع دايما هو الله سبحانه وتعالى، ودي بنحمد ربنا عليها، ودا اللي أنا تعلمته (من يتق الله يجعل له مخرجا ويرزقه من حيث لا يحتسب) تكون دايما ثقة بالله وفي معية الله، يبقى انت قادر تقهر أي مشكلة تواجهها، ويكون مرجعك الدين بتاعك، سواء الدين الإسلامي أو الكتب السماوية، وطبعا هي متكاملة مع بعضها،، تاني حاجة أنا تعلمت أنه يكون عندي Persistence، أنه أنا دايما حنجح، ولو فشلت هنفّض التراب وأكمل، أنا عندي هدف وأمشي بما يرضي الله، والقوانين اللي حطها لنا الدين الإسلامي، وهي صالحة لكل مكان وزمان،، الحاجة الي بعد كدا، أنه أنا دايما لما ابتلى،، ربنا لما يبتليك، يعمللك حاجتين،، عايز يقلل ارتباطك بالناس، ويكبر ارتباطك بيه، زي مثلا رب أسرة، طيب أنا ماليش أسرة ماليش زوج،، ماليش عيلة،،، ولكن كلنا لينا ربنا،، فاحنا لما يحصل لنا ابتلاء،، انت الحاجة اللي بتتعلمها إنك تقوي علاقتنا بربنا،، وتبتعد إنك تتمسك بالناس، يعني خانني زوجي أو ابني، ولكن ربنا عمره ما حيخوني، احنا في معية الله، الحاجة الثانية اللي نتعلمها إنه أرفع روحي درجة، أنا لازم لما وقعت أو حصل لي ابتلاء أنا لازم أبص غلطت في إيه؟ أو أنا قصرت في إيه، أو انا فهمت إيه مش صح، احنا زي المديرين اللي بيعملوا audit، الaudit يخليني أحس بالراحة النفسية لما يحصل أي ابتلاء،، الحاجة المهمة الأخيرة بئا هي حب العطاء إنك تساعد الناس وما تنتظرش منهم حاجة،، وتسعى للعطاء، دي بتخليك تحس بالراحة النفسية.,general_response,ar
D2_S0117,HWYO11AR.docx,11,D2_M10,moderator,"Moderator, Table 11",identified,Q1,تفضل محمد,moderator_context,ar
D2_S0118,HWYO11AR.docx,11,D2_P35,participant,"Service recipient, Table 11",identified,Q1,اسمحولي أنا رح آخذ من كل واحد جملة أو فكرة،، طبعا بالنسبة للحياة الطيبة، هي مثل ما ذكرنا هي القناعة أو الرضا، الواحد يكون راضي على الحياة الموجودة عنده، الحياة  الطيبة مثل السستم كلشي مرتبط ببعضه، فما ينفع أفصل الركيزة الروحية أو العاطفية، أو البدنية،،، بالنسبة لي مثلا ركيزة واحدة تكون موجودة هذا غير كافي، عشان تتم الحياة الطيبة لازم يكونون كلهم موجودين،، والشخص هو اللي يقدر يخلي الركيزة موجودة أو غير موجودة،،، فمثلا الشخص المتقبل للحياة العايش بيها سواء كانت ظروفه سيئة أو غير صالحة لما يتقبلها أو يحاول يعيش فيها،، يكون حقق الاكتفاء الذاتي، في الركيزة نفسها،، فلو على سبيل المثال أنا عندي مشكلة أو مرض معين لو أنا تقبلت المرض هذا وتعايشت معاه فأكون حققت الركيزة النفسية أو البدنية، المهم أنا قناعتي الشخصية، انا غير مهم عندي كيف الحياة تمشي معاي، المهم كيف أشوف الحياة من وجهة نظري.. في أحد الأخوة ذكر أنه لا بد أن  يكون في مواكبة أو تكيف أو مع الحياة أو تقدم في الحياة، فأنا دائما أربط الحياة بأنها input and output،،، فأنت إيش تدخل من المدخل ينعكس على المخرجات، يعني إذا أنا دخلت كلمة إيجابية أو صفة إيجابية أو دخلت مثلا كلمة تخليني أعيش بشكل أفضل، وتخليني أتكيف، الكلمة هذي تنعكس على المخرجات وتخليني أعيش بشكل أفضل، وتخليني أتكيف، ويكون عندي أهداف أكبر،ومخرجات أفضل.,general_response,ar
D2_S0119,HWYO11AR.docx,11,D2_M10,moderator,"Moderator, Table 11",identified,Q2,احنا كدا اتفقنا على أنه الحياة الطيبة فيها ركائز الخمسة لتحقيقها، سمعنا كلمة قناعة سمعنا كلمة رضا ومدخلات ومخرجات، ما سمعت كلمة إحساس، إحساسكم الشخصي بالرضا والسعادة،، دا يخليني أسأل سؤالي ثاني: كيف تعرّف العافية من منظورك الشخصي؟ عندما نقول هذا الشخص بعافية ماذا نقصد؟ هنا أنا عاوز أعرف انطباعكم، كيف تعرف الحياة من منظوركم الشخصي؟,moderator_context,ar
D2_S0120,HWYO11AR.docx,11,D2_P38,participant,"Dental clinician, private sector, Table 11",identified,Q2,العافية هي الصحة، وأنه الشخص يقدر يعتمد على نفسه وما يكون بحاجة لحدا يقدر يروح ويشتغل ويسوق سيارة،، وفي كمان عافية نفسية وعافية اجتماعية،، وأنه يكون منخرط بالمجتمع,general_response,ar
D2_S0121,HWYO11AR.docx,11,D2_P32,participant,"Psychiatrist, Table 11",identified,Q2,بالنسبة لي لغة الجسد أهم حاجة، فالعافية بالنسبة لي،، لما أشوف واحد،، أشوف تعابير وجه الشخص، احنا كلنا مش حنكون عارفين الواحد المريض إزاي، أغلبنا نكون نعاني من مرض في أي مرحلة عمرية حتى لو سنانه وجعاه،  الضحكة بئى، الضحكة الحلوة والإقبال على الحياة، وإنك حاسس أنه انت مبسوط، ومبسوط إنه اللي حواليك مبسوطين، فكل اللي قدامي عنده عافية،، فمنظوره للحياة جميل.,general_response,ar
D2_S0122,HWYO11AR.docx,11,D2_M10,moderator,"Moderator, Table 11",identified,Q2,كدا بتعرفي الحياة، إحساسك بنفسك وبالآخرين.,moderator_context,ar
D2_S0123,HWYO11AR.docx,11,D2_P34,participant,"Nurse, Aspetar, Table 11",identified,Q2,هلأ أنا كمان أتفق، العافية أنه أول شي منطّلع على شخص بدنيا إذا هو بصحة جيدة، إذا حدا مثلا إعاقة ومانه قادر يشتغل ومانه قادر ينتج حتى يصرف على حاله، إذا شخص قادر يشتغل بدنيا وعنده صحته منيحة فهو بعافية أكثر، بس في شي كمان ما ننتبه له، هلأن احنا كلنا قاعدين هون يمكن كلنا صحتنا منيحة، بس ما بعرف يمكن نصنا أو ربعنا نفسيا عنا كثير مشاكل جوا خانقتنا مدايئتنا، احنا مرتاحين من برا، بس يمكن من جوا كل واحد عنده مشاكل،وهالشي ما يبين للشخص الثاني، فالعافية فيها شي واضح للناس اللي هو البدني، بس في شي كثير مهم اللي هو الشق الداخلي، اللي الشخص ما بيظهره للناس، هلأ ممكن في واحد يكون تعيس يبين عليه ومانه سعيد، بس ممكن في واحد يكون مبسوط بس هو داخليا مو مبسوط...,general_response,ar
D2_S0124,HWYO11AR.docx,11,D2_M10,moderator,"Moderator, Table 11",identified,Q2,نيلي ذكرت أنه الركيزة البدنية ممكن تكون ظاهريا كويسة لكن العاطفية برضو متأثرة وتكون مخفية,moderator_context,ar
D2_S0125,HWYO11AR.docx,11,D2_P32,participant,"Psychiatrist, Table 11",identified,Q2,لغة الجسد قراءة الشخص 70% وتصرفات الشخص وحركاته تساعدك أنك تفهمي الشخص قبل ما يتكلم,general_response,ar
D2_S0126,HWYO11AR.docx,11,D2_U02,unclear,Attribution indeterminate,indeterminate,Q2,إذا شخص عافيته منيحة فيقدر يهتم بنفسه، ما يكون لحاجة لحدا يدير باله عليه، بس كمان عافيته الاجتماعية مش مثلا هو صحته منيحة بس مكتئب وقاعد لحاله ومكسور، لازم يكون في التكامل...,general_response,ar
D2_S0127,HWYO11AR.docx,11,D2_P32,participant,"Psychiatrist, Table 11",identified,Q2,عشان كدا احنا بنقول دائما أي واحد عنده مرض عضوي ممكن يروح للشغل، لكن لو واحد عنده مرض نفسي وعنده اكتئاب مستحيل يتحمل، عشان كدا العافية النفسية هي التي تعطيك الدافع لتكمل,general_response,ar
D2_S0128,HWYO11AR.docx,11,D2_P35,participant,"Service recipient, Table 11",identified,Q2,العافية فيها امرين أولا العافية البدنية، تخيل أنه انت الآن رايح للدوام نفسك تقول والله انا جسمي متكسر وفيني امراض الدنيا وكل واحد الله مبتليه بشي، لكن لما تشوف واحد اسوء من حالتك رح تقول الحمدلله على العافية،، هنا تعرف ليش الله قال لا يكلف الله نفسا الا وسعها،، الأمر الثاني هو اللي الله ابتلاه بذنب معين، فأنت مثلا دخنت أو مخدرات، فأنت لما تشوف هذا الشخص تقول الحمدلله الذي عافانا مما ابتلاه به,general_response,ar
D2_S0129,HWYO11AR.docx,11,D2_P35,participant,"Service recipient, Table 11",identified,Q2,الكلمة اللي قالتها الأستاذة اللي هي الشق الداخلي، فأنا شفت انه العافية تركز على الجانب الدخلي أكثر من الخارجي، فاول شي كيف أنا أعرف إذا الشخص اللي أمامي بصحة ولا لا،، مو مثلا أنه ياكل أو يمشي ويشرب،،، لا،، كيف طريقة كلامه،، يعني مثلا الشخص اللي عنده عافية وصحة،، يتكلم كلمات إيجابية يعبر بشكل صحيح وإيجابي وواضح، وتعابير الوجه مفرحة، فهذا الشخص أقدر احكم عليه أنه معافى حتى لو كان في أمراض، لأنه صالح وقابل للعمل ونشيط.. لكن الشخص اللي يكون خارج الخدمة ما يكون قابل للعمل والحياة لأنه كلماته كلها سلبية،، فأنا من وجهة نظري،، الشخص أي تعبير عليه، أقدر احكم من خلال كلامه او تعبير وجهه،، هل هذا صح دكتورة؟,general_response,ar
D2_S0130,HWYO11AR.docx,11,D2_P32,participant,"Psychiatrist, Table 11",identified,Q2,بنسبة كبيرة صح لكن المحك هو اللي بيظهر،، يعني إيه المحك؟ أنا ممكن لطيف وظريف، ولكن وقت الزنقة،، أبقى أنكد،، فالتعبير تديك نتيجة أكثر، ليه؟ لأنه انت تعبر بإيدك وجسمك بشكل تلقائي، فهي تعطيك صورة عن شخص،، اللي بيصقل الصورة دي هو التأثير الأولي، يعني لما أنا قاعدة معكم دلوقتي أخذت انطباع عن شخصية كل واحد منكم، أنا بصقل الكلام كدا لما كل واحد يعبر عن نفسه بفكره وطريقة كلامه،، ويصقلها أكثر بقى لما أنا احتك فيه بموقف، يبين المعدن زي ما بيقولوا، وغالبا الموقف يأكد التأثير الأولي.,general_response,ar
D2_S0131,HWYO11AR.docx,11,D2_P38,participant,"Dental clinician, private sector, Table 11",identified,Q2,مثل ما سارة قالت أكيد أنا لما أفكر بالعافية بطلّع عالصحة، لكن لما أنا أفكر بعافيتي، الصحة مانها كلشي، لما افكر بعافيتي أفكر هل أنا منتجة بالمجتمع هل أنا نفسيا مرتاحة وعندي علاقات اجتماعية، الصحة مهمة بتأثر عالعافية بس العافية النفسية مهمة جدا مثل لما تفضلت الدكتورة لما أكون تعبانة نفسيا ما رح اقدر اروح عالشغل وأنتج، إن كان اجتماعيا أو حتى بالحياة العملية، في أكثر من جانب، في كذا عامل الصحي والنفسي والاجتماعي. لما يجي لعندي أنا اختصاصي أعصاب، يجي لعندي المريض موجوع، وأنبسط لما يروح المريض مبسوط بالشغل ومافي ألم هذا يزيد من عافيتي وأكون راضي بشغلي، بحس حالي أنتجت وساعدت المريض، بحس بالعافية لأنه مبسوطة باللي عملته.. اكيد الشكاوى تتأثر، بس هذا الrisk موجود بكل البيئات، أكيد هاد بيأثر، بتخف عافيتي بس أكيد بترجع بعدين.,general_response,ar
D2_S0132,HWYO11AR.docx,11,D2_P38,participant,"Dental clinician, private sector, Table 11",identified,Q3,لما الواحد يكون نشيط ذهنيا يقدر ينتج بالمجتمع، هلأ كل الركائز  مهمة للواحد يحصل العافية، الركيزة الرويحة يعني الواحد يكون مرتاح نفسيا هاد بياثر عالحياة الطيبة، الركيزة العاطفية واحد يكون عنده support، عنده علاقات طيبة مع العائلة والأصحاب هذا كله يأثر عالwellbeing، الركيزة البدنية لما يكون الشخص خالي من الأمراض، مو خالي بس متعايش مع الأمراض، والركيزة الاجتماعية أنه يكون عنده علاقات جيدة مع الأصحاب ومنّه شخص قاعد بتوحّد، الركيزة الاجتماعية بالعالم العربي عنده هي الروابط العائلية القوية، بعتبر الركيزة الاجتماعية، خصوصي بالعالم العربي واصلين أكيد... يعني لازم يكون في توازن بين الركائز، أكيد مو كل الركائز حتكون موجودة 100%، بس لازم يكون في توازن حتى يكون الشخص مرتاح بالحياة.,general_response,ar
D2_S0133,HWYO11AR.docx,11,D2_M10,moderator,"Moderator, Table 11",identified,Q3,إيه هي أهم ركيزة؟,moderator_context,ar
