segment_id,source_file,table_id,speaker_code,speaker_type,role_label,attribution_status,question_id,segment_text,codes,language
D1_S0640,HWCH10AR.docx,10,D1_M07,moderator,"Moderator, Table 10",identified,Q3,"Asserted there is ""no health without mental health"" and explained how spiritual connectivity provides a framework for accountability and purpose.",spiritual_moral_anchor,en
D1_S0641,HWCH10AR.docx,10,D1_P23,participant,"Occupational therapist, Table 10",identified,Q3,"Provided a case study of a teenage patient with facial paralysis, explaining how they integrated spiritual practices, emotional support, social networks, and intellectual understanding (health literacy) to help her engage in her own recovery.",pillar_emotional;pillar_intellectual;pillar_social;spiritual_moral_anchor,en
D1_S0642,HWCH10AR.docx,10,D1_P27,participant,"Child psychiatrist, Table 10",identified,Q3,"Stated that his job in child psychiatry is 99% about well-being, focusing on working with schools and communities to create a ""team"" around children and normalizing the validation of emotions.",child_vulnerability;interdependent_care;school_clinical_link,en
D1_S0643,HWCH10AR.docx,10,D1_P24,participant,"Resident doctor, Table 10",identified,Q3,"Recounted a case of a patient with a ""stuck"" feeling in her throat (anxiety-related), using it to highlight the importance of the ""intellectual"" pillar—specifically patient education—which is often neglected in 10-minute GP consultations.",awareness_education;pillar_intellectual,en
D1_S0644,HWCH10AR.docx,10,D1_P25,participant,"Psychologist, Table 10",identified,Q4,"Noted the difficulty in answering, as there is often a gap between the holistic care an individual clinician tries to provide and the priorities of their organization.",balance_multidimensional;system_disconnection,en
D1_S0645,HWCH10AR.docx,10,D1_P26,participant,"Social worker, Table 10",identified,Q4,"Speaking as a service receiver, she criticized the ""one problem"" rule in 10-minute consultations, which forces patients to see multiple practitioners to get their holistic needs met.",balance_multidimensional;consultation_time_pressure,en
D1_S0646,HWCH10AR.docx,10,D1_P25,participant,"Psychologist, Table 10",identified,Q4,"Agreed, sharing that her own recent hospital admission focused strictly on physical symptoms, ignoring spiritual or social aspects.",pillar_physical;pillar_social;spiritual_moral_anchor,en
D1_S0647,HWCH10AR.docx,10,D1_P27,participant,"Child psychiatrist, Table 10",identified,Q4,"Suggested that while individual clinicians have the right perspective, the system lacks the necessary connections and teamwork to work around people holistically.",balance_multidimensional;interdependent_care,en
D1_S0648,HWCH10AR.docx,10,D1_P23,participant,"Occupational therapist, Table 10",identified,Q4,"Critiqued the global ""ICF"" medical model for being too focused on physical ""doing"" rather than social and emotional ""connection"".",medical_model_dominance;pillar_emotional;pillar_physical;pillar_social,en
D1_S0649,HWCH10AR.docx,10,D1_P22,participant,"Family consultant, Table 10",identified,Q4,Highlighted that staffing shortages and time constraints lead to clinicians working in isolation with no time for inter-colleague interaction or brainstorming.,consultation_time_pressure;staffing_shortage_isolation,en
D1_S0650,HWCH10AR.docx,10,D1_P25,participant,"Psychologist, Table 10",identified,Q4,"Mentioned that while she has the autonomy to implement clinical supervision in her department, many others do not.",healthcare_system_critique,en
D1_S0651,HWCH10AR.docx,10,D1_P23,participant,"Occupational therapist, Table 10",identified,Q4,"Shared that she often has to ""sugar coat"" feedback to make suggestions for change feel less threatening to colleagues.",practical_recommendation,en
D1_S0652,HWCH10AR.docx,10,D1_P23,participant,"Occupational therapist, Table 10",identified,Q4,"Identified the deeply ingrained ""medical model"" and the ""doctor knows all"" culture as barriers to holistic care. She also noted a ""gap in the middle""—a lack of community step-down services.",balance_multidimensional;cultural_local_adaptation;medical_model_dominance;missing_stepdown_services;pillar_social;system_disconnection,en
D1_S0653,HWCH10AR.docx,10,D1_P27,participant,"Child psychiatrist, Table 10",identified,Q4,"Pointed out that in the private sector, patients often expect a ""magic fix"" because they are paying, which works against the time-intensive nature of preventative care.",early_detection_prevention;service_recipient_voice,en
D1_S0654,HWCH10AR.docx,10,D1_P22,participant,"Family consultant, Table 10",identified,Q4,"Argued that importing foreign policies without local cultural adaptation is ineffective, using the analogy of a ""MacBook manual"" for a ""Windows PC"".",cultural_local_adaptation;transcultural_workforce,en
D1_S0655,HWCH10AR.docx,10,D1_P26,participant,"Social worker, Table 10",identified,Q4,"Highlighted the lack of inclusive public resources, such as respite care for families with disabled children, leading to caregiver burnout.",child_rights_inclusion;child_vulnerability;family_support_ecology;healthcare_worker_wellbeing;respite_inclusive_resources,en
D1_S0656,HWCH10AR.docx,10,D1_P27,participant,"Child psychiatrist, Table 10",identified,Q4,"Recommended transcultural training for the large expatriate healthcare workforce to help them understand local traditions, religion, and healers.",cultural_local_adaptation;training_deficit;transcultural_workforce,en
D1_S0657,HWCH10AR.docx,10,D1_P23,participant,"Occupational therapist, Table 10",identified,Q4,"Introduced the concept of ""cultural intelligence"" coupled with ""emotional intelligence"" as the key to successfully integrating the pillars.",cultural_local_adaptation;pillar_emotional,en
D1_S0658,HWCH10AR.docx,10,D1_P24,participant,"Resident doctor, Table 10",identified,Q4,"Noted that in the UK, patients sometimes fear judgment from clinicians of their own religious background, whereas here, there is often more freedom to choose a provider in the private sector.",healthcare_system_critique;professional_identity;service_recipient_voice,en
D1_S0659,HWCH10AR.docx,10,D1_P26,participant,"Social worker, Table 10",identified,Q4,"Emphasized that change must be ""top-down,"" as frontline staff often feel their feedback is ignored by decision-makers.",top_down_systemic_change,en
D1_S0660,HWCH10AR.docx,10,D1_P27,participant,"Child psychiatrist, Table 10",identified,Q4,"Disagreed with the focus on ""selecting"" doctors, suggesting instead that all professionals should be given the skills to be appropriate for everyone.",training_deficit,en
D1_S0661,HWCH10AR.docx,10,D1_P22,participant,"Family consultant, Table 10",identified,Q4,"Advised a gradual, step-by-step implementation of the pillars, incorporating local guidelines.",cultural_local_adaptation;gradual_implementation,en
D1_S0662,HWCH10AR.docx,10,D1_P24,participant,"Resident doctor, Table 10",identified,Q4,Proposed interventions specifically targeting the well-being of healthcare workers to ensure they are fit to care for others.,healthcare_system_critique;practical_recommendation,en
D1_S0663,HWCH10AR.docx,10,D1_P27,participant,"Child psychiatrist, Table 10",identified,Q4,Proposed a unified digital platform for sharing clinical information and service availability between the public and private sectors.,digital_platform_proposal,en
D1_S0664,HWCH10AR.docx,10,D1_P26,participant,"Social worker, Table 10",identified,Q4,Called for more inclusive resources accessible based on need rather than financial ability.,child_rights_inclusion;child_vulnerability;family_support_ecology;pillar_social;respite_inclusive_resources,en
D1_S0665,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,HWCH2AR Moderator نبدأ إن شاء الله. شكرا بسم الله الرحمن الرحيم، نبدأ الجلسة سؤالنا الأول عن معنى الحياة طيبة، لكن طبعا لا يوجد أدوار، الذي يحب يمكن يبدأ بالإجابة. وهو مرحب به، اذا سؤالنا الأول ما معنى أوما مفهوم الحياة الطيبة؟ D1_P06 قامت بشرح دعنا نقول بعض الجوانب والركائز، فمن وجهة نظركم ما مفهوم الحياة الطيبة؟ ماذا تعني لكم الحياة طيبة؟ mental health service administrator participant أتوقع أن الإنسان يكون فيه وراضي ومرتاح، أكيد ممكن تدخل فيها الأمور اللي تكلمنا عنها الأ,healthcare_system_critique,ar
D1_S0666,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,جميل، شكرا participant. نحن طرحنا السؤال الأول participant ( جاءت متأخرة فأعدت السؤال لها)، ما مفهوم الحياة الطيبة من وجهة نظرك؟ ماذا تعني لك الحياة الطيبة؟ ممكن أي أحد يجاوب اذا هو جاهز، ماذا تعني لك في الحياة الطيبة؟ clinical psychologist participant بالنسبة لي الحياة الطيبة هي مرحلة من الوعي يكون فيها في مرحلة السلام والمحبة، يكون قادرة على الاستمتاع بالحياة.,healthcare_system_critique,ar
D1_S0667,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,Moderator فأنت بالنسبة لك هي مرحلة وعي وسلام ومحبة واستمتاع في الحياة. ممكن توضحيلي ماذا نعني بالاستمتاع في الحياة clinical psychologist participant القدرة على الاستمتاع أحيانا يكون عندنا كل شيء، وليس لدينا قدرة على الاستمتاع، القدرة على الاستمتاع هي مرحلة من مراحل الوعي. يكون فيها الإنسان متصالح مع ذاته، لا يعاني من التأنيب.,healthcare_system_critique,ar
D1_S0668,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,Moderator شكرا participant dietitian participant دعنا نقول الحياة الطيبة لازمها ركائز، يعني مثلا الحياة الطيبة يجب أن تكون بصحة طيبة، يعني أعتقد أن لو أي شخص معرض لتعب أو لمرض، هناك ناس تتألم منه عندما نواكب الاثنين مع بعض أو بمنهج مثلا وزارة الصحة أو رعاية الصحية الأولية الحياة طيبة، توازي الصحة الطيبة أو الصحة النفسية الطيبة. لا يوجد حياة بدون مشاكل، لا أعتقد أن الحياة الطيبة ستكون على طول الوقت، ستكون دبلوماسية زيادة عنها.,general_response,ar
D1_S0669,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,أحيانا سيكون عندنا مشاكل ونحن بشر، فممكن لا نستطيع أن نتعامل معها أو نضعف وسطها، فأعتقد الحياة طيبة أن يستطيع أن يخرج الإنسان سليما من أي مشكلة تواجهه أن يخرج منها طيب، فهمت قصدي؟ Moderator يعني كأنك أنت تربط الحياة الطيبة في الجانب النفسي بشكل أساسي؟ dietitian participant نعم، لكن هناك فرق بين الكلام الدبلوماسي والواقع الذي نحن فيه. لا أعتقد أن سنسعى كلنا حياة طيبة طول الوقت.,general_response,ar
D1_S0670,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,ولا نفسية ولا صحية ولا بدنية، فأعتقد أن الحياة طيبة أن يخرج من المحن الموجود فيها بصورة طيبة، هذه وجهة نظري، لكن لا أعرف. Moderator كما قلنا ليس لدينا هنا إجابة صحيحة أو خاطئة. كل الآراء مرحب بها، وما ستقولونه سوف يخدمنا في تكوين صورة جيدة عن كيفية يمكن تطبيق هذه الحياة الطيبة في القطاع الصحي. family medicine specialist participant بالنسبة لي الحياة الطيبة ليس الخلو من الأمراض الجسدية أو النفسية أو المشاكل العائلية والى آخره، لكن كيف الشخص يصل إلى حالة رفاهية أو توازن بين هذه ا,family_support_ecology,ar
D1_S0671,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,Moderator يعني أنت كأنك ربطت الحياة طيبة بالرفاهية family medicine specialist participant نعم الرفاهية ترجمة wellbeing مش Luxury Moderator participant ممكن تشاركينا participant from a support service فبالنسبة لي الحياة طيبة أن الواحد يكون راضي عن داخله قبل ما يرضى عن الكل ، فمثلا يكون عنده نقص في اشياء كثيرة، لكن عندما يفكر يكون هو راضي عن الأشياء، كما قال الدكتور القضاء والقدر، فهذا يعني أن الحياة الطيبة أنه راضي مع أنه يوجد قصور في حياته.,family_support_ecology,ar
D1_S0672,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,Moderator شكرا ما شاء الله مداخلات كلها طيبة، لو أردنا أن نلخص ما قيل، فالحياة الطيبة بالنسبة لكم هي: الرضا تكرر هذا المصطلح اكثر من مرة من خلال مداخلاتكم. الرضا عن الذات، رضا بالقضاء والقدر، ايضا هو مرحلة من الوعي، حتى يكون لدي حياة طيبة يجب أن يكون لدي مرحلة من الوعي، وهذا الوعي يجعل الإنسان متصالحا مع ذاته، ومتصالح مع الآخرين، لا يعاني من تأنيب ضمير، وهو مرتبط أيضا بالصحة النفسية، وأكيد هو له ركائز ولا يكون بمعزل عن ركائز معينة تم ذكرها، ولا تعني أبدا أن الإنسان خالي من الأمراض أو خالي من الم,general_response,ar
D1_S0673,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,dietitian participant أعتقد أنهم قريبين من بعض. Moderator نحن هذا الذي نريد أن نتعرف علي دكتور، من خلال هذا السؤال. نحن تحدثنا عن الحياة الطيبة، لكن لو قلنا كيف تعرف العافية من منظورك الشخصي؟ dietitian participant يعني ما هي العافية؟ العافية الجسدية أو النفسية؟ هذا عنوان تحته أشياء كثيرة؟ Moderator صحيح، نحن هي نريد أن نعرف العافية من جوانب صحية، من جوانب اجتماعية، ..,general_response,ar
D1_S0674,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,هدفنا أن نعرف مفهوم العافية من وجهة نظركم، هل هي ترتبط بجانب معين أم هي بكل الجوانب وأي جانب ولماذا؟ dietitian participant والله العافية ]أتي تحتها أشياء كثيرة على ما أعتقد العافية الصحية والعافية النفسية. الصحية هي العافية الجسدية أن الشخص يحافظ على نفسه من الأمراض، اتباع الارشادات الصحية السليمة، الأمصال التي الدولة موفراها، اللقاحات التي الدولة موفراها.,general_response,ar
D1_S0675,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,التشييك الدوري لو كان لديه أمراض وراثية في الأسرة، هذه اسمها العافية الصحية أو العافية الجسدية. العافية النفسية لست متخصص بها، لكن أعتقد أن بعض الأشخاص ممكن أن يحتاجوا عافية نفسية. العافية النفسية لأن العامل النفسي ينعكس على الحياة عموما، يعني أنا يأتي لدي بعض الأمراض أو بعض المرضى بسبب عادات غير صحية أو نفسية وزنهم يزيد، يعني أزعل أكل شوكلاته. يجب أن نربط الحالة النفسية بتخصصي التغذية من المرضى الذي أراهم.,general_response,ar
D1_S0676,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,فهنالك أناس كثير أو 25% تقريبا أو 30% من المرضى رابطين السعادة في الشوكلاته مثلا، لأنه مثل ما انت عارفة أن الشوكولاتة بتزود هرمون السعادة، فدخلوا في درجة إدمان الشوكلاته. إدمان بمعنى الكلمة، لدرجة أن بعضهم عمل عملية تغيير مسار لكن يرجع ويأكل الشوكلاته، هو يهرب بها، يعني هناك كثيرة، هناك شخص يقول لك أنا متضايق أو ضغط شغل ضغط عمل، بيت فيأكل الشوكلاته، وزنه يزيد، فدخل في إدمان الشوكلاته.,general_response,ar
D1_S0677,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,فهذه نقطة ملاحظة كثيرا، فالعافية النفسية أهم ما عندي من العافية الجسدية، لأن العامل النفسي ممكن الشخص يكون تعبان نفسيا، لكن لا يعرف انه عنده مشكلة نفسية، فتنعكس عليه كثيرا، وهو لا يعرف الخلل فين. ونحن كشعوب عربية أعتقد لا أحد يذهب للطبيب النفسي، هي ثقافة بصراحة عيب، انما اعتقد ان هي مهمة. Moderator ركزت الدكتور على العافية النفسية والجسدية وربطها بالنفسية، لكن بنظرك النفسية أهم.,general_response,ar
D1_S0678,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,هل من إضافة أخرى family medicine specialist participant أنا اختلف قليلا كصحة يعني العافية هي عافية صحية، وننظر لها بطريقة شاملة، جسدية نفسية وعقلية، كله مرتبط ببعض يعني يمكن الأمراض الجسدية ستعمل مشاكل نفسية، أو العكس صحيح، وأيضا الشخص الذي لديه مشاكل عقلية، يمكن تأخر عقلي أو خرف هذا شيء يؤثر على حياته وعلى حياته ايضا الاجتماعية. أكيد مثل ما قال التطعيمات أن الصحة النفسية في مجتمعاتنا صعبة، المريض يتحدث عنها، وحتى اذا شخصناها صعب أن إذا لديه مشاكل نفسية صعب أن يتقبل الموضوع ويتق,family_support_ecology,ar
D1_S0679,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,أكيد بواجهوا المشاكل بالعيادات النفسية. يجب أكيد، أنه نوعي الناس على هذه الناحية لكن يعني لا يوجد جزء بالنسبة لي أهم من الثاني. كل االجسدية النفسية والعقلية كلها مهمة. Moderator إذن دكتورة، أنت من وجهة نظرك هي جسدية نفسية، عقلية اجتماعية متكاملة لكي أقول أن الإنسان بعافية. يمكن participant أثارت نقطة مهمة. participant تفضلي. clinical psychologist participant لغويا العافية أفهمها على أساس صحية ونفسية.,healthcare_system_critique,ar
D1_S0680,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,النفسية تعتمد على جودة المشاعر. نفسيا الإنسان بعافية عندما تكون جودة المشاعر، يعني لديه جودة من المشاعر، يعني هناك مشاعر منخفضة و مشاعر عالية. المشاعر المنخفضة هي الغضب، الخوف، التأنيب. والمشاعر العالية ذات الجودة. بالعالية نقصد السلام، نقصد المحبة، نقصد البهجة، يعني إنسان بعافية معناه جودة مشاعره عالية. Moderator هل يعني لديه نوعين من المشاعر أم يجب أن تكون عالية؟ clinical psychologist participant يجب أن تكون عاليةمشاعره عالية،ال Quality تبعت مشاعره تكون مليحة,healthcare_system_critique,ar
D1_S0681,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,كيف تكون مليحة، تكون ضمن السلام، حبة، البهجة، الفرح. Moderator ركزت على صحية ونفسية وجودة المشاعر، قلت له أنه لكي نقول بعافية، فهو يجب أن يكون له أو عنده جودة من المشاعر العالية. clinical psychologist participant العافية في مفهومنا، تنقسم الى قسمين صحية ونفسية. نبدأ بالنفسية، تعتمد على جودة المشاعر، مشاعر عالية تساوي عافية عالية، مشاعر منخفضة وعافية منخفضة.,healthcare_system_critique,ar
D1_S0682,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,أما الناحية الصحية، فهو المعروف من المتعارف عليه، إضافة إلى الخلو من الأمراض، القوة الحيوية والطاقة. Moderator منظور جميل. قسمت العافية إلى قسمين صحة ونفسي، لكن نلاحظ أن الجانب النفسي موجود في كل حوار إلى الآن. participant أو participant من يحب أن يخبرنا عن العافية من وجة نظره. mental health service administrator participant يعني أعتقد أن العافية يعني مرتبطة بالجانب الصحي يعني يعني عندما نقول أن الإنسان مثلا متعافي، يعني ليس لديه مشاكل صحية ، ال function مثلا في أمور الحيا,healthcare_system_critique,ar
D1_S0683,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,Moderator في أي جوانب، يعني هل نتكلم عن جوانب أو مشاكل أجسدية أم نفسية أم عقلية؟ وضحي لي دكتورة. mental health service administrator participant المشاكل التي تصيب الإنسان أكثر شيء، إما أنها جسدية، أو أنها مثلا نفسية عقلية ممكن تؤثر على يعني الوظائف اليومية يعني في الحياة، فأنا يعني عندما نتكلم عن مرحلة التعافي أو يكون عندنا مريض مثلا في التعافي، هي المرحلة التي يرجع فيها حق الوظائف العادية، بدون مشاكل جسدية، بدون مشاكل يعني نفسيه عقلية تأثر على جودة حياته، يصل الى مرحلة نوعا,healthcare_system_critique,ar
D1_S0684,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,يعني هذا مفهومي حق العافية. شكرا participant. الله.. participant، ما تعني لك العافية participant from a support service أنا ما أضيف على ما قالوه زملائي، العافية مرتبطة نفسيا وجسديا وقلبيا لكن لها تأثير في الحياة الاجتماعية فمثلا عندما نتكلم عن نقص أي شيئ من النواقص اللي هي الأمراض الجسدية قد تؤثر على الحياة الاجتماعية. فمثلا عند الرجال فعندما يكون لديه نقص فيفيتامين د يكون تعاملهم حاد، مزاجه حاد، لو كان متزوج وعنده أسرة.,general_response,ar
D1_S0685,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,بعضهم يكون مسوي قص معدة يؤثر على المزاج. إذا كان هناك عافية جسدية ونفسية تؤثر على الحياة الاجتماعية Moderator كل شخص طرح مفهوم العافية من منظوره، دعنا نلخص من نستطيع أن نقول أن العافية هي يجب أن يكون الإنسان بحالة جيدة في الناحية الصحية، نفسية جسدية، اجتماعية، عقلية، جميع الجوانب التي حضراتكم ذكرتوها، يجب أن يكون لديه جودة من المشاعر العالية، هذه المشاعر التي تجعلها في حالة من التوازن في علاقاته معه مع الآخرين في المجالات الاجتماعية، هذا بشكل عام كان ملخص، هل يحب أن يضيف أي أحد إضافة؟ هل تشعرون,general_response,ar
D1_S0686,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,أنت عارفة الإشكالية إيه؟ أنها خارج مجالنا خالص وأفكار جديدة يعني الموضوع يحتاج تحضير. Moderator دكتور عماد، الفكرة الأساسية من هذا النقاش أولا أن تكونوا على راحتكم وثانيا أنه نعرف تصوراتكم عن كيفية دمجها في القطاع الصحي، يعني يمكن في التربية لن يكون لدينا هذا التصور. لماذا؟ لأن نحن في التربية، لكن أنتم أصحاب المصلحة، فأنتم، فأنتم ستعطونا التصور كيف يمكن أن نطبق هذه الركائز في القطاع الصحي، فنحن هذا الهدف الأساسي من جلستنا.,general_response,ar
D1_S0687,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,من وجهة نظركم كيف يمكن لهذه الركائز العافية الحياة التي نحن نناقش فيها، كيف يمكن تطبيقها في القطاع الصحي؟ سنأتي إلى هذا السؤال، لكن نحن في البداية دعنا أن نكون لدينا تصور عن بعض المفاهيم، عندما قلنا الحياة الطيبة ما مفهومها، العافية العلاقة بينهما، هل هم متشابهين، أم متكاملين.. dietitian participant اه متكاملين هم الاثنين لا نستطيع أن نفرقهم عن بعض الحياة الصحية وبالعافية لا أعتقد أن الاثنين سنستطيع أن نفرقهم عن بعض متكاملين أو يكملوا بعض.,general_response,ar
D1_S0688,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,50-50%. mental health service administrator participant يمكن الحياة طيبة تكون يعني مفهوم أوسع. العافية، ممكن أنها تؤدي الى الحياة الطيبة وممكن أن لا تؤدي، يعني ممكن وجودها يكون مهم جدا لكي يكون عنده حياة طيبة، لكن في نفس الوقت ليس شرط أن أي إنسان متعافي وليس عنده مشاكل تكون حياته طيبة، لأن هناك جوانب أخرى غير العافية، فأنا أعتقد العافية من الأشياء المهمة أو الركائز المهمة التي يمكن أن تؤدي إلى أن حياة الإنسان تكون طيبة بشكل عام.,healthcare_system_critique,ar
D1_S0689,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,family medicine specialist participant ايضا أعتقد أن مفهومين يكملون بعضهم، فبالإجمال الحياة الطيبة هي لديها شمولية أكثر، لأن فيها ركائز أكثر، بيناتهم ستكون العافية العافية. ومثلما ذكرت participant، يعني ليس بالضرورة اذا شخص عنده تعافي جسدي أو نفسي، يمكن أن يكون لديه الحياة الطيبة، اذا ليس عنده مثلا الحكمة أو غير أمور. Moderator شكرا participant clinical psychologist participant أنا من منظوري الحياة الطيبة تشترط العافية، هي شرط.,family_support_ecology,ar
D1_S0690,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,العافية مكون أساسي وجوهري في الحياة الطيبة. participant from a support service إضافة أن العافية هي تأخذ هي المنظور الأقل الشمولية نقول حياة طيبة، أخوات على هذا المنظور. Moderator شكرا، يعطيكم ألف عافية. ننتقل الى سؤالنا الثالث بعدما تعرفنا على مفهوم الحياة الطيب ومفهوم العافية من وجهة نظركم، والعلاقة بينهم. من واقع تجربتكم، الآن نحن نتكلم من واقع تجربتكم سواء أنتم معظمكم الذين لدينا أنتم provider للخدمة، كنا نأمل أن يكون لدينا ايضا users، لكنهم لم يأتوا.,general_response,ar
D1_S0691,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,هل تنعكس ركائز الحياة الطيبة في الخدمات المقدمة في القطاع الصحي؟ يعني المفروض الآن نحن تعرفنا على ركائز الحياة الطيبة. هل ترون أن هذه الركائز تنعكس موجودة في القطاع الصحي؟ ممكن أن تعطونا تشاركونا بعض تجاربكم أو الأمثلة على ذلك إذا ممكن. الركائز التي تكلمنا عنها التي هي الركائز الفكرية، العقلية، الروحية، البدنية، الاجتماعية، هل تون أنها موجودة في القطاع ؟ نحن نتكلم عن الوضع الحالي؟ Ms.,general_response,ar
D1_S0692,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,mental health service administrator participant يعني ممكن أن تكون موجودة في بعض الجوانب، يعني لا أدري أو لا أستطيع أن أقول إذا كانت مثلا مطبقة بشكل مثالي في كل مكان. لكن يعني في بعض الأماكن يعني يكون هناك تركيز على اكثر يعني من جانب، يعني مفهوم يعني مثلا رحلة التعافي يعني عند المريض يتم التركيز فيها على عدة جوانب منها الجانب الاجتماعي، أن يكون مثلا في أسرة مستقرة، المشاكل الاجتماعية تكون قليلة، لأن المشاكل الاجتماعية تؤدي الى تدهور الأوضاع النفسية، تؤدي الى تدهور الأوضاع الصحية،,healthcare_system_critique,ar
D1_S0693,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,يمكن لا يكون مثلا مطبق بنفس Intensity يعني في كل مكان، لكنه موجود، لكن موجود. يعني على سبيل المثال يعني عندنا في الطب النفسي كل الجوانب يعني يتم أخذها بعين الاعتبار، الجانب الاجتماعي مهم جدا. التغذية يعني يكون في مثلا يعني استشاري مثلا يعطي نصائح معينة لخسارة الوزن، في أشياء للرياضة، عندنا أوتي وعندنا علاج وظائفي وعلاج فزيوثيرابي على حسب يعني حالة المريض.,general_response,ar
D1_S0694,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,هناك أناس يحتاجون مثلا سيكولوجي بعد الخروج من المستشفى وهذه الأمور، فيكون هناك متابعة له، فهو موجود يعني كFramework، لكنه يطبق بشكل مختلف يعني حق كل أحد Moderator أي إضافة؟ clinical psychologist participant تكملة لما قالته زميلتي participant كممثلة عن مؤسسة الرعاية الصحية الثانوية، أتكلم عن تجربتي في مؤسسة الصحة الأولية PSCC كنية ك Framework موجودة التكامل، لكن من حيث التطبيق its under process يعني مثلا اذا تكلمنا عن المراكز الصحية التي تمثل الصحة الجوارية في ق,healthcare_system_critique,ar
D1_S0695,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,كل المراكز الصحية تحتوي على طبيب عائلة، هل كلها تحتوي على اخصائي نفسي؟ ليس بعد. بعض المراكز. It's under process. لدينا. هل يعني سيتم يعني من ضمن الخطة دعنا نقول من ضمن الخطة. من ضمن الخطة، لكن هل كل المراكز حاليا مؤسسة الرعاية الصحية الأولية لديها 13 psychologist clinical psychologist في عدد مراكز أعتقد أنه 50 مركز. dietitian participant يعني متباعدين، يعني أنا آسف المقاطعة الثلاثة حتى لو هناك تغطية لن يستطيعون أن يغطوا المراكز مراكز مترامية بعيدة في الشمال clinical psychologist participant,healthcare_system_critique,ar
D1_S0696,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,لدينا يعني 6 مراكز تحتوي على الطب النفسي. فهل كلها عندها عندها مراكز للرياضة؟ ليس كلها، البعض القليل فقط، معظمها. لدينا روضة الخيل، العبيب يعني منطقة الشمالية أو غربية أو الوسطى؟ أنا المنطقة الوسطى. المنطقة الوسطى روضة الخيل. روضة الخيل؟ تقريبا عندنا المنطقة الشمالية. Exactly dietitian participant يعني لهم تحويل. والنقطة الثانية أنWellness للقطريين فقط، للقطريين ليس non قطري، الفرق بين الخدمة القطري.,general_response,ar
D1_S0697,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,هناك توسع لكي يكون للقطري وغير القطري، لكننا قطرين فقط. clinical psychologist participant ماذا عن خدمة اخصائية التغذية؟ dietitian participant لا متوفرين. متوفرين. كل كل المراكز الصحية كل مركز متوفر فيه اثنين أخصائيي تغذية. Moderator لو نرجع نتكلم على ركائز الحياة الطيبة وتوفرها في القطاع الصحي dietitian participant متوفرة.,healthcare_system_critique,ar
D1_S0698,HWCH2AR.docx,2,,unclear,Attribution indeterminate,indeterminate,Q1,بالنسبة كل أنا أتكلم عن مجالنا اخصائي التغذية، جميع المراكز الصحية مغطاة من اخصائيين وأخصائي التغذية. لكن دعنا نتكلم عن الركائز بشكل عام بعد أن تعرفنا على الركائز، ما مدى توفرها في القطاع؟ سواء المراكز الصحية الأولية أو في مؤسسة حمد Moderator أو أعتقد ليس نحن ال نستطيع أن نقول الكلام يجب شخص إداري فاهم قصدي يعني الكلام هذا أكيد يتناقش على مستوى الإدارة، فبالتالي أكيد عندهم بلان للمستقبل للأخصائيين النفسيين.,general_response,ar
