evidence_id,theme,segment_id,source_file,table_id,speaker_code,speaker_type,role_label,attribution_status,evidence_type,question_id,excerpt_text,codes,language,report_use
D4_S0169,Theme_3_Holistic_Elder_Care_as_Partially_Present_but_Unevenly_Integrated,D4_S0169,HWEL7AR.docx,7,D4_P13,participant,"Rehabilitation-hospital participant, Table 7",identified,verbatim_transcript,Q4,طيب انا راح اتكلم من واقع تجربه بحكم العمل في مستشفى التأهيل. يعني تغطية الركائز كاملة من دخول المريض للمستشفى لين طلعت المريض من المستشفى في البداية. طبعا في نقطة ذكرتها الدكتورة اللي هو بداية أول اجتماع مع الفريق الطبي للمريض. أنا راح اسأل المريض أنت إيش متوقع من العلاج من كافة النواحي. وراح أسأل الأهل نفس السؤال. انتوا ايش التوقع؟ بالنسبة للمريض ايش توقعكم؟ وبناء على التوقعات المبدئية راح نكون صورة نربطها من ناحية. مثلا من الناحية الاجتماعية والعاطفية من الناحية الطبية. وهل اجتماع كل اسبوعين راح يتكرر؟ ونرجع نناقش مثلا إذا فيه أهداف جديدة. وإذا فيه أشياء يعني فيها تركيز. مثلا تركيز يعني أخر مثلا غير. غير الأمور اللي ركزنا عليها في أول مرة خلال فترة العلاج. بعد ما ينتهي العلاج. إذا كان مثلا المريض موظف فيه اللي هو في القسم اللي هو نقيم حالة المريض من الناحية العملية هل هو قادر يرجع لنفس الوظيفة؟ إذا مش قادر ممكن يكون فيه جوانب تمكينية لوظائف أخرى بناء على الوضع الصحي. من الناحية المنزلية يعني حتى في اللي هو محاكاة من الناحية العملية كجانب عملي ومحاكاة من الناحية اللي هو أنا مش قادر أسوي في البيت لما أطلع على البيت في بعض المرضى مثلا ما في ما في جانب اجتماعي، ما في أشخاص بيئة اجتماعية حول المريض، فأنا محتاج أمكن المريض عشان يكون قادر بنسبة ما مش توقعات عالية لكي يكون قادر على مثلا أداء الأساسيات، الاعتماد على نفسه في الأساسيات مثلا يعني نقيم الوضع من ناحية. طبعا في فريق زيارة منزلية نفس ما ذكرت بس هو فريق مختص في المستشفى، التأهيل راح يطلع قبل طلعة المريض بيسوي زيارة منزلية يقيم الوضع المنزلي من كافة النواحي هل هو أمن أو مش أمن؟ وإذا الشخص كان محتاج حد يكون معاه لا في جوانب أخرى ممكن ندخلها. ممكن ندخل مثلا في بعض المرضى مثلا ممكن السفارة ممكن نتواصل مع أحد من الأهل إذا ما في أحد في إمكانية تجيب حد من برا، إذا في إمكانية مثلا نغير مكان حتى إذا عنده القدرة المادية يغير السكن يروح مثلا بجانب حد من الأقارب. من الأهل. فيعني كل الأمور مرتبطة في. في بعضها، وغير طبعا جانب اللي هو الركيزة البدنية اللي هو العلاج الطبيعي والعلاج الوظيفي، الركيزة الفكرية يعني في بعض المرضى مثلا كبار السن اللي ممكن يكون فاقد بدأ يفقد الذاكرة أو بدأ يفقد يفقد يعني مش بشكل كامل اللي هو بداية الخرف أو بدايته، يعني هالأمور فيه نوع من أنواع اللي هو تعريض للأحداث الحياتية اللي صارت. أهم الأحداث الحياتية مثلا اللي صارت في حياة المريض من الأحداث الحياتية الإيجابية بالنسبة للمريض، مثلا المريض يحب يروح مثلا المكان الفلاني مثلا في حدث مهم وحلو صار في حياة المريض. نشرك الجانب الاجتماعي اللي هو الأهل. عرضوا المريض لنفس السيناريو اللي صار مثلا في فترة معينة من حياة هذا الشخص، وهذا السيناريو أثر عليه، وفي تغير إيجابي كبير يصير بناء على هالأشياء، كأني قاعد أسوي ريفرش للميموري، فيعني هاي بشكل عام بجانب جوانب الركائز وبشكل عام.,balance_multidimensional;safety_security;rehabilitation_services;family_caregiver_ecology;institutional_example;pillar_emotional;pillar_intellectual;pillar_physical;pillar_social;age_dignity_language;professional_identity,ar,theme_evidence
D4_S0173,Theme_3_Holistic_Elder_Care_as_Partially_Present_but_Unevenly_Integrated,D4_S0173,HWEL7AR.docx,7,D4_P20,participant,"Senior public-sector leader, Table 7",identified,verbatim_transcript,Q4,والله انا شايف انه يعني ما نقدر نظلم ونعطيه حكم عام. ولكن قد تعتمد على اه ليس بطريقة مؤسساتية ولكن تعتمد على مقدم الخدمة الطبية. قد يكون اه يعني. هذه الركائز تعني له الشيء الكثير ويقدم الخدمة من خلال هذه الركائز او بعضها على الاقل ولكن ليس بطريقة مؤسساتية ابدا. يعني لا الطريقة المؤسساتية لا لا تعنى بهذه المقاربة. اه طبعا حينما اذا في طرف مؤسساتي. اه يريد ان يطبق. هذه الركائز اه بتكون على شكل تجربة او بايلوت على شكل تجربة. كيف؟ هذه التجربة راح تنفذ مدى وقعها من البداية ولكن لا استطيع. يعني باي حال من الاحوال اقول ان هذه الركائز غير موجودة على الاطلاق. لان احنا شايفين ايضا الخدمة من الدكاترة تختلف من شخص لشخص خلفيته. انا اذكر مرة احد زملائي في وفد كنا في في كوالالمبور اصابه وجع في بطنه. يعني رهيب جدا اخذ نصيحة شخص اخر من الوفد. خذ بنادول وراني اجتماع اهم من بطنك. اخذ بنادول وزاد الالم بطريقة اكبر واكبر. اخذته عند دكتور. دكتور لطيف يعني هالكلام يعني اكثر من 17 او 18 سنة ولا زلت. انا. اه سمى باسم الله وشاف الاسم. طبعا عبد الرحمن لا يمكن ان يكون بوذي مثلا. وفعلا يعني اعطاه. فحصه وقرأ عليه قرأن وهذا الرجل المريض. اه طبعا. اه اه. هذا الرجل المريض. يعني ملتزم دينيا. وقع في نفسه. وقعت في نفسه هذه الايات الكريمة. وارتاح نفسيا. وبدأ ركيزة روحية. طبطب عليه عاطفيا. كان ابوه مثلا او احد من اقربائه اه من اه اه تعتمد على خلفية الطبيب لا نستطيع ان ولكن مؤسساتيا بطريقة علمية. اه ترعاها ترعاها ترعاها يرعاها النظام وتحصل عليها على اه كريدت ايزو كريديت. او مثلا في الايزو 9001 او ما شابه. جزء من السيستم. لا مش لم تؤسس لكنه من دكتور بس. لكن من دكتور الى اخر تعتمد على خلفية الطبيب نفسه. فقد تجد هذه الركائز عند شخص ما من الدكاترة. لان هذه يعني ليس هذه تاطير لما هو موجود في ثقافتنا. يعني هذه الركائز اه يعني لم تخترع ولكن فقط اطرت من الخلفية الاسلامية العربية القطرية.,balance_multidimensional;spiritual_moral_anchor;mental_health_elderly;service_adequacy_reflection;policy_recommendation;pillar_spiritual,ar,theme_evidence
D4_S0177,Theme_3_Holistic_Elder_Care_as_Partially_Present_but_Unevenly_Integrated,D4_S0177,HWEL7AR.docx,7,D4_P13,participant,"Rehabilitation-hospital participant, Table 7",identified,verbatim_transcript,Q5,أحيانا الاختلافات الثقافية..الاختلافات الثقافية راح تفرق في الركيزة الروحية مثلا الديانات المختلفة، حتى الخلفية الاجتماعية يعني في نفس الديانة في خلفيات اجتماعية مختلفة، وفي بعض الأمور ممكن أنا يعني بناء على خلفيتي الاجتماعية أتعامل فيها، لكن تكون مثلا مش مناسبة للشخص اللي أتعامل معاه في تصادم راح يحدث، وبناء عليه يعني نبتدي يعني خاص تبني خبرة وبعدها يعني يصير التدخل بطريقة أفضل بناء على الثقافة أو البيئة أو الخلفية الاجتماعية والذهنية الموجودة عند المريض أو الأهل.,spiritual_moral_anchor;family_caregiver_ecology;service_adequacy_reflection;cultural_barrier;pillar_spiritual;pillar_social;professional_identity,ar,theme_evidence
D4_S0182,Theme_3_Holistic_Elder_Care_as_Partially_Present_but_Unevenly_Integrated,D4_S0182,HWEL7AR.docx,7,D4_P17,participant,"Elderly-center participant, Table 7",identified,verbatim_transcript,Q5,انا باخذها من جانب اللي هو كمتلقي انا في الخدمة هذا السؤال كوننا المركز مختص بكبار السن وهكذا. انا كمتلقي الخدمة اي التحديات الخصها في عدة جوانب منها. الجانب الاول :كيفية تطبيق هذه الركائز. كيفية تطبيق هاي الركائز يعني مثال نحن ما عندنا ركيزة الاجتماعية، المسن ممكن يقول لك يقول لك أنا أو كبير القدر يقول لك أنا أدري إن الركيزة الاجتماعية مثل الاحتواء أو التقدير مثلا بس كيف؟ كيف تطبق هاي الركيزة من المحيطين فيه؟ من الذي يقدم الخدمة أيضا؟ فكيفية تطبيقها مهمة جدا. يقول لك الولد أنا أجلس معاه مثلا جاني المكتب أو رحت معه البيت مثلا يقول لي والله لا أنا أحتوي أبوي بالعكس أنا دائما أجي وأجلس معاه. أنا أشاهد معاه الأخبار. أيوه.. عليك هو فقط كيف استخدمها وكيف اطبقها. هو فقط جلس مسك أبوي ،شو أخبارك؟ كيف صحتك عساك طيب. أوكي بخير الحمد لله. وسكت عنه. يقول أنا ما احس ان والدي موجود مثلا يقول ما أحس بنتي موجودة. ما يسألوني يعني اليوم أنا رحت المستشفى ما يسألوني يبه رحت المستشفى شو عطوك؟ ويش كان الدواء مثلا سالوك عنا نحن تبيني اروح معك مرة ثانية فيقول تطبيق هذه الركيزة مهمة أيضا. مثلا مثال القوة نحن نقول ركيزة القوة هناك موجوده مع البدني مثلا يقول لك ايضا المسن. انا كنت سابقا لاعب كوره ، لاعب كره سابق ووصلت لمرحله كبير السن.الآن أشتاق للرياضه ودي اروح الرياضة بس أولادي يقول يابوي لا تروح أنت خلاص أنت تعبان بتنكسر بيصير لك شيء. يقول حاس نفسي ضعيف خلاص. فأنا خاطري إني أروح ألعب كورة خاطري أعمل تمارين. ولكن كلام الأبناء مرات لدرجة إني ما يودوني أصلا فهاي الركائز إذا ما أنا يعني أقدم الخدمة هذي سواء كان أخصائي أو في البيت المحيطين أو الأصدقاء ما أعرف أطبقها بطريقة صحيحة راح تكون عائق هاي الركائز كمتلقي يعني كمتلقي نعم.,balance_multidimensional;spiritual_moral_anchor;mental_health_elderly;family_caregiver_ecology;containment_emotional_holding;service_adequacy_reflection;institutional_example;pillar_social;age_dignity_language;service_recipient_voice,ar,theme_evidence
D4_S0022,Theme_4_Institutionally_Embedded_and_Socially_Distributed_Routes_to_Elder_Care_Redesign,D4_S0022,HWEL10AR.docx,10,D4_P26,participant,"Consultant in family medicine, PHCC, Table 10",identified,verbatim_transcript,Q7,"(Suggestion): We should expand specialized clinics like I-COPE and perhaps allow pharmacists to handle minor illnesses like the flu to free up doctor time. His interpretation is that while holistic care is not yet standard, there are promising initiatives like the I-COPE clinic that successfully integrate the pillars. He sees this as a positive starting point but acknowledges the need for wider expansion across the system.",balance_multidimensional;institutional_example;practical_suggestion;professional_identity,en,theme_evidence
D4_S0024,Theme_4_Institutionally_Embedded_and_Socially_Distributed_Routes_to_Elder_Care_Redesign,D4_S0024,HWEL10AR.docx,10,D4_P28,participant,"Rumailah Hospital participant, Table 10",identified,verbatim_transcript,Q6,Opportunity: She identifies bringing services directly to the patient through home care and proactively preparing the public through awareness campaigns as key opportunities.,home_care_services;awareness_education,en,theme_evidence
D4_S0025,Theme_4_Institutionally_Embedded_and_Socially_Distributed_Routes_to_Elder_Care_Redesign,D4_S0025,HWEL10AR.docx,10,D4_P28,participant,"Rumailah Hospital participant, Table 10",identified,verbatim_transcript,Q7,"Suggestion: She suggests both a systemic fix (triage clinics to filter patients) and a long-term, preventative solution: embedding wellbeing education into the school curriculum from a young age",awareness_education;practical_suggestion,en,theme_evidence
D4_S0028,Theme_4_Institutionally_Embedded_and_Socially_Distributed_Routes_to_Elder_Care_Redesign,D4_S0028,HWEL10AR.docx,10,D4_P29,participant,"Qatar University participant, Table 10",identified,verbatim_transcript,Q7,Suggestion: Her suggestions focus on fundamental skills and clarity: mandating communication training for providers and having policymakers clearly define the rights and responsibilities of all parties to foster mutual respect.,training_deficit;policy_recommendation;practical_suggestion,en,theme_evidence
D4_S0030,Theme_4_Institutionally_Embedded_and_Socially_Distributed_Routes_to_Elder_Care_Redesign,D4_S0030,HWEL10AR.docx,10,D4_P29,participant,"Qatar University participant, Table 10",identified,verbatim_transcript,Q6,Opportunities: Use media and schools to promote a wellbeing ideology across society.,general_response,en,close_reading_theme_support
D4_S0087,Theme_4_Institutionally_Embedded_and_Socially_Distributed_Routes_to_Elder_Care_Redesign,D4_S0087,HWEL3AR.docx,3,D4_P12,participant,"Occupational therapy, elderly care, Hamad Medical Corporation, Table 3",identified,verbatim_transcript,Q6,أنا رح أحكي شوي بموضوع تخصصي أكثر وبما أنكم اطرحتوا موضوع التكنولوجيا ففعلاً هو التكنولوجياشيء أساسي بتحسين الخدمة الصحية رح أضرب لكم مثال مثلاً بس قبل ما نفوت بالتكنولوجيا بدنا نعرف شيء مهم أكيد كلنا نعرفه أنه التكنولوجيا سلاح ذو حديننعرف متى نستخدمه ومتى ما نستخدمه وكيف نستخدمه بالضبط يعني زي ما تفضلت دكتورة فيروز يعني فعلاً هو مرات ممكن يكون تدخل التكنولوجيا شيء سلبي وأنا بمرحلة أنه لأ بدي مثلاً يتفاعل مع أشخاص معينين طيب أنا كيف ممكن أستخدم التكنولوجيا من ناحية صحية لكبار القضاء أولاً طبعاً يعني زي ما تفضلت حكيت فيه أبليكيشنز كثير ممكنها تساعد زي مثلاً تذكير بالدواء مثلاً في علبة الأدوية هي نفسها بتيجي سمارت بينها تعمل تذكير للموضوع هذا بس بس أنا بدي أتأكد أني لما أعطيه مثلاً علبة تنظيم الأدوية هاي ما أعطيها من البداية ممكن هو قادر أنه أصلاً ينظم أدويته لوحده لماذا أنا أخليه يعتمد على هذا الجهاز قبل ما يكون بحاجة، فأنا مع أنه إضافة التكنولوجيا لازم ترتبط مع الكادر الطبي ويعرف متى أنا أدخل ومتى أنا أدخل الإضافة لهذا الشخص ممكن يساعد موضوع التكنولوجيا ممكن يساعدنا أيضًا بموضوع الاستقلالية كيف ممكن الاستقلالية ؟عندي كبار سن بيبطلوا قادرين على أنهم يمشوا مثلاً بيصيروا يستخدموا كرسي المتحرك أو شغلة زي هيك نهيجي هونه نطبق شيء نسمي له سمارت هوم يمكن سمعت عنه كثير سمارت هوم كيف أضوى وكيف أطفيها مثلاً فيه إشي ينظف عفواً البيت البيت اللي أنا ساكن فيه مثلاً كل هأشياء بالتكنولوجيا وبال AI أنا ممكن أن أحصل استقلالية بشكل كبير عن طريق أني أضيف هاي الإضافات على سمارت هوم تبعي برضو مرة ثانية ما لازم أعمل سمارت هوم كامل متكامل علشان أنا بدي أحفز بالضبط لأني بدي أحفز كبير السن أنه يحافظ على قدرته يحافظ على الحركة لا أريد كل شيء يوصل لعنده هو قادر جسدياً أنه يخدم نفسه فش داعي أني مثلاً أروح أجيب روبوت أني أجيب له الميال عنده خليه هو يروح يجيب الميال خليه يحرك عضلاته عندي مثلاً موضوع أنه أشياء اللي لها دخل بالتذكير مش ضروري أن أعطي أشياء لها دخل بالتذكير ويبطل يعتمد على ذاكرته نفسه خليه هو كمان يعتمد على ذاكرته . طرحت أ.مريم قالت تطبيق مثلا يكون شامل لكل ما يخصه مثلا ويربط المؤسسات و الدكتورة فيروز قالت تتكامل بين الركائز .,balance_multidimensional;dignity_autonomy;family_caregiver_ecology;technology_integration;practical_suggestion;professional_identity,ar,theme_evidence
D4_S0091,Theme_4_Institutionally_Embedded_and_Socially_Distributed_Routes_to_Elder_Care_Redesign,D4_S0091,HWEL3AR.docx,3,D4_P12,participant,"Occupational therapy, elderly care, Hamad Medical Corporation, Table 3",identified,verbatim_transcript,Q7,بمفهومنا المجتمعي والديني احنا حكينا اتفقنا انه موضوع الدور المسنين ممكن مش متقبل المجتمعيين ودينيين مش كتير انه كمان متقبل لكن الحل الافضل والامثل وهو موجود كتير بدول رائدة يعني موجودة هي نعمل نادي كبار السن ولكن كل الركائز اللي حكينا عنها لازم نكون مشمول داخلها كيف يعني؟ معهم يعني لو تخيلوا مثلا فيهعندنا نادي نهاري ومسائي ،نهاري للمتقاعدينوليس لديهم دوام، والمسائي في حال تغيرت القوانين وصار فيه اشخاص كبار السن بعدهم على رأس عملهم ممكن انهم يروح على هذا النادي المسائي شو النادي هذا؟ هيكون نادي اجتماعي ثقافي ديني صحي كل تكون مجتمع بمكان واحد وهذه فكرة موجودة يعني حاليا موجودة بالعالم موجود بس هنا هالكل موجودة انا بحكي صحيا كمان يعني انا أريد اجد دكتور فتخيلي مثلا انا ككبير سن احصل في النادي على ندوة ثقافية اخذ فيه جلسة اجتماعية اخذ فيه تمرين رياضية كلهذه الامور أجدهابمكان واحد واذهب اداوم وارجع للبيت عادي براحتي . هي كبار القدر بس انا حكيت فيه بمختلف الاشياء يعني بمختلف الاشياء كيف يعني لانه لو تفترضنا انه كبير القدر وعنده يشتغل انا عندي فرصة اني اجي الصبح او اجي المساء بفضل انها تكون لكبار القدر افضل خليهم يحسوا بالامتياز لهذا الموضوع والخصوصية اكثر شغلة اضافية نفس النادي هذا لو نعمله لجنة يمثلوا أنفسهميعملوا هم يشعروا بالاحتياجات والخدمات وهذه الاقتراحات ان شاء الله هنا تكون هي يعني كأي تغيير مجتمعي لازم يكون من ويحاولوا يشوفوا ايش احتياجاتهم يعني احنا في احتياجات ممكن ما ذكرناها زي مثلا والله كبار القدر بحاجة الى فحص سواقة بعد عمر الستين في ناس نظرهم بضعف في ناس تركيزهم بقل بس مثلا هاي بتزيد هاي مع كبار السن فلو كان عندي لجنة ادارية من كبار السن هدول يكون عندهم مثلا ايوه يكون لهم تنفيذ بالدولة مثلا لهم رأي بالدولة بحيث انهم وصلوا الاحتياجات هاي زي ما حكينا السواقة يعملوا فحصات دورية مثلا اشياء الها دخل بموضوع يعني في اقتراحات كتير ممكن احنا ما جيبناها ومش خاطرة بيبالنا لانو احنا مش عايشين اللي هم عايشين وهم وفي نفس الوقت بالظبط بالظبط خليهم هم يكونوا بهذا الاشي اخر نقطة معلش بموضوع النادي هذا ليش حابب يكون النادي شامل كمان اشي يركز على الموضوع الصحي لانو في ناس كتير مثلا بيقولك النادي خلص الناس اللي قادر انها تيجي تحضر بس الناس يعرفونها بالبيوت ممكن تستخدم على كرسي متحرك بس انا لو خليت النادي هاذ متخصص يتعامل مع جميع فئات كبار السن سواء اللي يكون جسديا متأثر سواء كان عنده ضعف بالذاكرة بشكل كبير وبده معاملة خاصة كل هاي التخصصات انا لازم اتكون موجودة عندي علشان اخدم جميع فئات المجتمع لكبار القدر من الشخص اللي اللي بعده على رأس عمله إلى الشخص هو فعلا على كرسي متحرك وبحاجة لخدمة كاملة ومتكاملة شكرا,balance_multidimensional;spiritual_moral_anchor;dignity_autonomy;community_support_programs;family_caregiver_ecology;service_adequacy_reflection;post_retirement_gap;practical_suggestion;pillar_social;age_dignity_language;professional_identity;service_recipient_voice,ar,theme_evidence
D4_S0179,Theme_4_Institutionally_Embedded_and_Socially_Distributed_Routes_to_Elder_Care_Redesign,D4_S0179,HWEL7AR.docx,7,D4_P20,participant,"Senior public-sector leader, Table 7",identified,verbatim_transcript,Q7,بسم الله الرحمن الرحيم. وجهة نظري ان التطبيق اه اي مقاربة بداية تحتاج الى ثقافة عامة في هذه المقاربة، يعني هل القائمين على الرعاية الصحية. لديهم الثقافة؟ عندهم تدريب وتدريب عالي ولكن بطريقة مختلفة تماما. لكن هذه اي مقاربة جديدة تحتاج الى من يؤمن بها كثقافة هذه بداية وهذا المستوى الاعلى،والمستوى الاخر هل هذه الثقافة الجديدة اطرناها مؤسساتيا اي ادخلناها في النظام الاداري الذي يحتاج تدريب للاشخاص ،اللي محتاج قياس للنتائج. واللي محتاج ان تكون جزء من الخطة العامة للمؤسسة الصحية. يعني احنا ما وصلنا الى هذا المستوى ولا حتى اذكر أحد اخر اخذ هذه الركائز واطرها بالمعنى الكامل لها. ولكن يعني اكيد موجودة بطريقة او باخرى ولكن ليست مؤسساتية. لانه غير مطلوب من الطبيب ان يأخذ الركيزة الروحية ، وهو يفحص بطريقة اه تقريبا علمية بحتة. وبيشوف نتائج الفحص ويناقشها مع احيانا زملائه والى ان يصل الى ما يقتنع في افضل الحلول العلاجية. لكن هو نفسه لا تطلب منه المؤسسة الصحية انه يراعي هذه الركائز بالصورة هذي. ولا حتى تدريبه وتدريب في احسن الجامعات. يعني يراعي هذا التأطير اللي احنا حطيناه. اه لذلك هذه في وجهة نظري انا انها عقبات. لكن السؤال هنا هل هذي العقبات صعب تجاوزها او مستحيل او ممكن ، نكون ممكنة ولكن نكون واقعيين. تغيير ثقافة صحية بهالحجم. يحتاج الى مجهود ويحتاج الى صبر ومثابرة. ويمكن ما هو مطروح هنا يناسب ثقافتنا. اكثر يمكن ما يناسب ثقافة السويد مثلا. اه. ولكن لا شك ان هذه الركائز نابعة من ثقافتنا. صحيح انه ممكن تطبقها على ثقافات اخرى اكيد ولكن المنبع و المرجعية مرجعية اسلامية عربية قطرية اكثر من انها تكون مرجعية نرويجية مثلا. وشكرا.,balance_multidimensional;spiritual_moral_anchor;service_adequacy_reflection;training_deficit;cultural_barrier;institutional_culture_gap;policy_recommendation;practical_suggestion;pillar_spiritual,ar,theme_evidence
D4_S0193,Theme_4_Institutionally_Embedded_and_Socially_Distributed_Routes_to_Elder_Care_Redesign,D4_S0193,HWEL7AR.docx,7,D4_P14,participant,"Home care physician, Table 7",identified,verbatim_transcript,Q6,"الفرص المتاحة نحن يعني في كثير حاولنا نطلع يعني بالسوشيال ميديا بالتلفزيون، شنو الخدمات اللي موجودة؟ أنا قلت لكم أنا كنت في المراكز الصحية. ما كنت أعرف أنه في هوم كير بهاي الطريقة اللي هي يعني تيم ومرتب يعني خطوات مدروسة. طبعا مع كل التحديات التي تواجهنا بعد نحاول أننا نتواصل مع الناس اللي برا الفرص بالسوشيال ميديا حاولنا نطلع نعطيهم فرصهم، طبعا ""إحسان "" ما يقصرون نحاول نبعدهم حتى وصلنا أننا نرفض دخول أي كبير قدر المستشفى إلا لسبب معين، يعني يكون سبب صحي يعني قاهر خلنا نقول أو الناس اللي ممكن تقول لا أنا ما اقدر اتحمل فيه. احنا نمنع هاي الفكرة انه يصيرسبرشن بين الكبير القدر وبين الاهل. ليش؟ لسبب واحد لان احنا دولة تدعمنا. احنا عايلة متكاملة موجودين ما نبي نفصلهم عن العائلة. يعني المكان اللي يحبه. فلذلك حتى نقنن أستاذة عبلة احنا نقنن انه ممكن انت تدخل كبير القدر في حال اذا بتسافر وتوقع على نفسك ورقة انك انت لما ترجع من السفر تكون موجود عشان تاخذ كبير القدر ، فنمنع منعا باتا انه كبير القدر يكون مفصول عن العايلة اللي ربى فيها حتى لو هو ما يتكلم بس احنا موجودين. ترى احنا حاسين باحساسك انك انت تنفصل عن البيئة اللي موجودة والفضل من رب العالمين في قطر مش موجودة يعني بكل الجنسيات ليست بس القطريين غير قطريين كذلك الا لظروف ، الفرص موجودة. يعني نحاول حتى نتعاون حدمات الإسعاف مع الاهل ، مع التلفزيون نعطي إعلانات ، قلت لكم الخطة الثالثة اللي هي الشركة الأمريكية. طبعا جاتنا بتوجهاتها عشان ""البي سي سي"" الرعاية المتمحورة حول الفرد اللي هوالرعاية المتمحورة حول الفرد. وطبعا جاووا لنا بأفكارهم فقلنا لهم لا توقفوا احنا دولة مسلمة ما نقدر يعني احنا عندنا صحيح بنقبل هاي البرنامج بس هذه ما تناسبنا. انت تقول لي انا اقول له يعني انت بتموت؟ لا سوري مو احنا اللي نحدد احنا مجرد نساعده يعيش الحياة اللطيفة في آخر ايامه. والله العالم ، يعني طبعا احنا ما نتحكم بالاعمار فطبعا هم عندهم افكار يقولون شلون يموت. الطريقة اللي يموت تبي موسيقى مو موسيقى هالاشياء طبعا فاحنا حولناها قرآن ،مطوع. صار فيه تعاون مع المطوع مع القرآن شي يحبه هو بالضبط، فلذلك هي الفرص اللي احنا قاعدين نحورها طبعا احنا تجينا باكج. نعرضها بطريقتنا.",spiritual_moral_anchor;person_centered_care;home_care_services;community_support_programs;family_caregiver_ecology;service_adequacy_reflection;institutional_example;interdisciplinary_model;professional_identity,ar,theme_evidence
D4_S0616,Theme_4_Institutionally_Embedded_and_Socially_Distributed_Routes_to_Elder_Care_Redesign,D4_S0616,HWEL9AR.docx,9,D4_P25,participant,"Service recipient / patient voice, Table 9",identified,verbatim_transcript,Q7,تواصل لتوعية المجتمع بالخدمات الموجودة. كيف؟ لأنه في الأخير أنا لا أستفيد، أنا ما عملت كمؤسسة حمد ما عملت خدمات جيدة؟ إذا أنا لا أوصل للمجتمع من يستفيد منها.,service_adequacy_reflection;institutional_example;awareness_education;service_recipient_voice,ar,theme_evidence
D4_S0625,Theme_4_Institutionally_Embedded_and_Socially_Distributed_Routes_to_Elder_Care_Redesign,D4_S0625,HWEL9AR.docx,9,D4_P25,participant,"Service recipient / patient voice, Table 9",identified,verbatim_transcript,Q7,يجب أن يكون عندك 40 CBD تدريب 40 CBD مؤتمرات وهذا يجب أن تكون لجل تجدد رخصة الحياة طيبة ضمن التطوير المهني للعاملين.,training_deficit;practical_suggestion;service_recipient_voice,ar,theme_evidence
