segment_id,source_file,table_id,speaker_code,speaker_type,role_label,attribution_status,question_id,segment_text,codes,language
D4_S0081,HWEL3AR.docx,3,D4_P12,participant,"Occupational therapy, elderly care, Hamad Medical Corporation, Table 3",identified,Q7,بمفهومنا المجتمعي والديني احنا حكينا اتفقنا انه موضوع الدور المسنين ممكن مش متقبل المجتمعيين ودينيين مش كتير انه كمان متقبل لكن الحل الافضل والامثل وهو موجود كتير بدول رائدة يعني موجودة هي نعمل نادي كبار السن ولكن كل الركائز اللي حكينا عنها لازم نكون مشمول داخلها كيف يعني؟ معهم يعني لو تخيلوا مثلا فيهعندنا نادي نهاري ومسائي ،نهاري للمتقاعدينوليس لديهم دوام، والمسائي في حال تغيرت القوانين وصار فيه اشخاص كبار السن بعدهم على رأس عملهم ممكن انهم يروح على هذا النادي المسائي شو النادي هذا؟ هيكون نادي اجتماعي ثقافي ديني صحي كل تكون مجتمع بمكان واحد وهذه فكرة موجودة يعني حاليا موجودة بالعالم موجود بس هنا هالكل موجودة انا بحكي صحيا كمان يعني انا أريد اجد دكتور فتخيلي مثلا انا ككبير سن احصل في النادي على ندوة ثقافية اخذ فيه جلسة اجتماعية اخذ فيه تمرين رياضية كلهذه الامور أجدهابمكان واحد واذهب اداوم وارجع للبيت عادي براحتي . هي كبار القدر بس انا حكيت فيه بمختلف الاشياء يعني بمختلف الاشياء كيف يعني لانه لو تفترضنا انه كبير القدر وعنده يشتغل انا عندي فرصة اني اجي الصبح او اجي المساء بفضل انها تكون لكبار القدر افضل خليهم يحسوا بالامتياز لهذا الموضوع والخصوصية اكثر شغلة اضافية نفس النادي هذا لو نعمله لجنة يمثلوا أنفسهميعملوا هم يشعروا بالاحتياجات والخدمات وهذه الاقتراحات ان شاء الله هنا تكون هي يعني كأي تغيير مجتمعي لازم يكون من ويحاولوا يشوفوا ايش احتياجاتهم يعني احنا في احتياجات ممكن ما ذكرناها زي مثلا والله كبار القدر بحاجة الى فحص سواقة بعد عمر الستين في ناس نظرهم بضعف في ناس تركيزهم بقل بس مثلا هاي بتزيد هاي مع كبار السن فلو كان عندي لجنة ادارية من كبار السن هدول يكون عندهم مثلا ايوه يكون لهم تنفيذ بالدولة مثلا لهم رأي بالدولة بحيث انهم وصلوا الاحتياجات هاي زي ما حكينا السواقة يعملوا فحصات دورية مثلا اشياء الها دخل بموضوع يعني في اقتراحات كتير ممكن احنا ما جيبناها ومش خاطرة بيبالنا لانو احنا مش عايشين اللي هم عايشين وهم وفي نفس الوقت بالظبط بالظبط خليهم هم يكونوا بهذا الاشي اخر نقطة معلش بموضوع النادي هذا ليش حابب يكون النادي شامل كمان اشي يركز على الموضوع الصحي لانو في ناس كتير مثلا بيقولك النادي خلص الناس اللي قادر انها تيجي تحضر بس الناس يعرفونها بالبيوت ممكن تستخدم على كرسي متحرك بس انا لو خليت النادي هاذ متخصص يتعامل مع جميع فئات كبار السن سواء اللي يكون جسديا متأثر سواء كان عنده ضعف بالذاكرة بشكل كبير وبده معاملة خاصة كل هاي التخصصات انا لازم اتكون موجودة عندي علشان اخدم جميع فئات المجتمع لكبار القدر من الشخص اللي اللي بعده على رأس عمله إلى الشخص هو فعلا على كرسي متحرك وبحاجة لخدمة كاملة ومتكاملة شكرا,balance_multidimensional;spiritual_moral_anchor;dignity_autonomy;community_support_programs;family_caregiver_ecology;service_adequacy_reflection;post_retirement_gap;practical_suggestion;pillar_social;age_dignity_language;professional_identity;service_recipient_voice,ar
D4_S0082,HWEL7AR.docx,7,D4_M05,moderator,"Moderator, Table 7",identified,Q1,تفضلي. تفضلي يا سارة. ما معنى الحياة الطيبة بالنسبة لك كمقدمة للرعاية وبالنسبة لما تقدمينه لكبار القدر ؟,moderator_context,ar
D4_S0083,HWEL7AR.docx,7,D4_P13,participant,"Rehabilitation-hospital participant, Table 7",identified,Q1,يمكن أكثر نقطة بنواجهها هي حفظ كرامة المريض. بالنسبة لكبار القدر عادة يعني المريض لما فجأة بالذات لكبار القدر لما فجأة مثلا يصير انتكاسة ويكون مثلا يعني. يعني الكبار عادة مثلا يعني عايش نظام حياة صحي جيد يعتبر. وفجأة مثلا طاح وصار مريض وحس بعجز وكان صعب بالنسبة للمريض هالشعور، فراح يكون صعب عليه يتقبل إنه محتاج مساعدة، صعب عليه يتقبل إنه صار محتاج يعتمد على حد غير اعتماده على نفسه، فيمكن أكثر حاجة تعطيه للمريض يعني كرامة وقدر بمعنى.,dignity_autonomy;age_dignity_language;professional_identity,ar
D4_S0084,HWEL7AR.docx,7,D4_M05,moderator,"Moderator, Table 7",identified,Q1,جزاك الله كل خير .. د.حنان. مامعنى الحياة الطيبة ؟,moderator_context,ar
D4_S0085,HWEL7AR.docx,7,D4_P14,participant,"Home care physician, Table 7",identified,Q1,بالنسبة لكبير القدر. الحياة الطيبة انه خلنا نقول نخليه في المكان اللي هو يشعر انه هو ينتمي له. اللي هو يحس انه هاي مكاني. مش احنا نقرر يعني نعطيه حق القرار. هاي واحد. خلينا نقول هو نعالجه من كل النواحي. يعني مش نعالجه كمريض. لا كشخص لازم نعرف من يحب لازم باتخاذ قراراته. انا اتكلم عن اتخاذ القرارات لذلك لا ننهك قراراته. يعني حريته الشخصية في اختيار من يكون في وقت الزيارة. هذا له الحق اذا كان هو مدرك. في حال اذا كان مش مدرك فاحنا نتخذ القرار في الوقت اللي يدخل المريض للخدمة ناخذ منهم توقيع عقد يعني بالعقد للدخول انك انت الشخص المخول. فلذلك احنا مناقشة اي خطه علاجيه اي قرارات في الادويه انتكاسة ممكن لا قدر الله. فهي لازم يكون لازم يكون شخص معني اللي هو اختاره او من يختارونه من ينوبون عنه. هاي بالنسبة لي اللي هو حق احترامه في اتخاذ قراره.,spiritual_moral_anchor;dignity_autonomy;practical_suggestion;age_dignity_language;professional_identity,ar
D4_S0086,HWEL7AR.docx,7,D4_M05,moderator,"Moderator, Table 7",identified,Q1,جزاك الله خيرا. بصفتك مستخدم للرعاية الصحية ماذا تعني حياة المرضى وكبار القدر من وجهة نظرك؟,moderator_context,ar
D4_S0087,HWEL7AR.docx,7,D4_P15,participant,"Participant, role not stated, Table 7",identified,Q1,يعني بجوز مثل ما تفضلوا الزميلات القدر والاحترام. اهم شيء المكانه. يعني المكانة. يعني انه يقدم له مكانته. الاحترام الخصوصيه كمان شيء مهم جدا لانه يعني كبير القدر احيانا كثيره بيكون ممكن يكون يصاحبه مثلا انه ما بيعرف شو اللي بصير. صراحه كثير مش مطلع على التفاصيل فحفظ الخصوصيه احيانا كمان. هذا مهم جدا صراحه.,general_response,ar
D4_S0088,HWEL7AR.docx,7,D4_P16,participant,"Participant, role not stated, Table 7",identified,Q1,الحياة الطيبة لكبار السن اني احس نحتاج التوازن بين كل الركائز مثل الدكتورة تفضلت يعني الناحية الجسدية والناحية النفسية. الناحية الاجتماعية الناحية الروحية وناحية الفكرية ونسوي التوازن الكل. يعني ما نقدر احنا نركز على الناحية الجسدية ونعوف الناحية الاجتماعية والناحية النفسية. احنا نركز كلها ونحتاج همنا الاحترام. وطريقة التعامل. يعني الطريقة نتعامل ويا كبار السن تختلف من الطريقة نتعامل ويا الشباب تتعامل ويا السبب شنو يعني مثلا كبار السن يحتاجون الصبر. نرجع لموضوع الصبر ونقنعهم بالطريقة اللي هم يحبوها تناسبهم. يعني طريقة القناعة للشباب تختلف من طريقالقناعة للكبار السن. هذا الملخص.,contentment_acceptance;balance_multidimensional;spiritual_moral_anchor;mental_health_elderly;pillar_spiritual;pillar_intellectual;pillar_physical;pillar_social;age_dignity_language,ar
D4_S0089,HWEL7AR.docx,7,D4_M05,moderator,"Moderator, Table 7",identified,Q1,شكرا دكتورة .أستاذ عادل تفضل,moderator_context,ar
D4_S0090,HWEL7AR.docx,7,D4_P17,participant,"Elderly-center participant, Table 7",identified,Q1,شكرا دكتوره. بارك الله فيكي. من وجهة نظري بحكم تعاملي مع هذه الفئة إني أشتغل معاهم معاهم فترة. أيوه. فكبار السن أو كبار القدر يحتاجون. أنا اختصرها في كلمة واحدة اللي هي الاحتواء. كي تعطيهم مكانتهم وتوفيرهم للبيئة الصحية. اللي هو الاحتواء تحتويهم كلمة الاحتواء. ولو أنت ما وفرت لهم نقول احنا الجانب اللي هو هذا المسن مثلا ما عنده جانب اقتصادي او ما عنده جانب اجتماعي. ولكن احتويته أنت كأبن راح تختصر عليه كل هذه الجوانب، يعني بالقصص أو الحالات اللي معانا كثيرة جدا عندما يحتوي سواء كان هذا الابن أو المعالج إذا كان هذا كبير القدر ما عنده أبناء مثلا المعالج أو الأخصائي الاجتماعي اللي يجي معاه البيت يزوره مثلا. او يجي معانا في المكتب. اذا احتويت انت اختصرت جميع المشاكل هذه. فكلمه الاحتواء هذه جدا مهمه جدا في التعاملات في الحياة الطيبة. توفير حياة طيبة وامكانيات. نعم الاحتواء.,spiritual_moral_anchor;dignity_autonomy;family_caregiver_ecology;containment_emotional_holding;age_dignity_language,ar
D4_S0091,HWEL7AR.docx,7,D4_P15,participant,"Participant, role not stated, Table 7",identified,Q1,طبعا الجماعة كلهم قالوا يعني كل شي. بس انا يعني راح اختصر بشي واحد انه فقط حسسه انه هو شخص نورمال. لا تحسسه انه هو عالة. قدم له تسهيلات. لكن حسسه انه هو نورمال كانه قاعد تحجي. ويا شخص مو شخص اكسباير وراح ولا لا. لا حسسه انه نورمال. كانك قاعد تتعامل ويا انسان عادي بتسهيلات. تعرف شلون تسهل له. لكن بس يحس انه هو نورمال خلاص راح يمشي حاله . صراحه.,dignity_autonomy;dependence_resistance,ar
D4_S0092,HWEL7AR.docx,7,D4_M05,moderator,"Moderator, Table 7",identified,Q2,جزاك الله كل خير. شكرا جزيلا. ما شاء الله عليكم. راح ننتقل للسؤال الثاني وهو شوية تخصيص اكثر من الاول. احنا اتفقنا. ما هي الحياة الطيبة بشكل عام؟ الحين بنسأل كيف نعرف العافية من منظورك الشخصي كمقدم للرعاية الصحية لكبار القادة؟ بمعنى أخر إذا قلنا أن كبير القدر بعافية فماذا نقصد؟ فماذا نقصد من كلمة عافيه؟,moderator_context,ar
D4_S0093,HWEL7AR.docx,7,D4_P13,participant,"Rehabilitation-hospital participant, Table 7",identified,Q2,هو الاساس. يعني ممكن تكون عافية بدنيه اللي هو خلو مثلا الشخص من الأمراض المزمنة أو الأمراض يعني بشكل عام بس في عافية نفسية اللي هي الرضا. التقبل في عافية اجتماعية اللي هي المحيط الاجتماعي اللي حوله في دعم كبير. يعني تقريبا هاذي الجوانب في عافية روحية الروحانيات. فهاي الاشياء ممكن تأثر يعني على الجانب الطبي لو في سوء مثلا في الجانب الطبي أو في مشاكل صحية. يعني في أشياء ممكن تغطي على جوانب أخرى . اللي هو يعني تحسن أو يعني وجود يعني دعم كبير مثلا من الناحية الاجتماعية أو من الناحية النفسية أو الروحانيات عند المريض أو الشخص نفسه. ممكن تطغى على تأثير الجانب الصحي أو الجانب الطبي.,contentment_acceptance;mental_health_elderly;family_caregiver_ecology;pillar_spiritual;pillar_social;professional_identity,ar
D4_S0094,HWEL7AR.docx,7,D4_M05,moderator,"Moderator, Table 7",identified,Q2,أشكرك جدا .. .,moderator_context,ar
D4_S0095,HWEL7AR.docx,7,D4_P14,participant,"Home care physician, Table 7",identified,Q2,العافية. اللي هو. خلنا نقول. يعني احنا لازم نقول احنا مغطيين كل الجوانب اللي هي الاجتماعية الروحية النفسية الصحية. طبعا كل واحد يكمل الثاني ممكن يكون كبير القدر صحيا كويس بس نفسيا متضرر ما في دعم حواليه. فلذلك ما راح تقدرين تقولين انه هو بعافية لان في جزئية مفقودة في هالمكان لذلك لازم تكون كل واحد مخلص للثانية. لذلك الخطة العلاجية هي أهم شيء. لازم أنت لما تزور كبير القدر حط عينك على كل مكان. طالع 360 من اللي حوليه. البيت شلون؟ هل هو آمن؟ هل هو المريض يعني قادر على اتخاذ القرارات؟ كبير القدر. عشان انا اقدر اقول انه انا راح اكلمه فيس تو فيس. حتى لو انا اعرف انه ما يتكلم ما يتواصل وياي. اهلين اللمس نعطيه اللي هو الاحترام انه انا نناديه باسمه حتى لو هو مش موجود وياي في المحادثة. لذلك لازم نكمل هاي الدائرة اللي هي الخمس المحاور لازم تكون متواصلة اذا انت يعني فيلير واذا كان في نقص طبعا انت هني دورك اذا كان لا قدر الله كبير القدر مش موجود. ما في دعم نحولهم حق سوشال ووركر نحولهم حق الخدمه الاجتماعيه لا قدر الله يعاني من امراض نفسيه نحولهم. فلذلك هي هاي الجلسة الاولى تاخذ اكثر وقت لازم نقرر فيها بس ما نناقش كل الاشياء في نفس الوقت. احنا ناخذ بس مجرد مقتطفات نخطي 360 حوالين المريض. شنو اللي محتاجه؟ محتاجه مثلا علاج طبيعي. احول حق العلاج الطبيعي على حسب الحالة يعني وكأنك تفصلين تفصلين مريض لمريض مريض خلاص مسكين يعني لا حول ولا قوة. فاقد للاهلية. خلص انت من الناحية النفسية لازم تتعاملين مع الاهل فتبدأين تتناقشين احترام آي كونتاكت حتى الاهل ترى يعانون. للاسف احنا مش بس الكبير القدر اللي يعاني في حالتنا احنا اذا كانوا فاقدين الاهلية الاهالي محتاجين ان احنا نعطيهم القيمة لانهم هم من يقومون 24 ساعة بخدمة كبير القدر . فاحنا محتاجين نعطيهم احنا حاسين فيكم لكن احنا محتاجين وقت عشان نعطيكم الخدمة كاملة. لكن عطونا وقت. وآسفة على الاطالة.,spiritual_moral_anchor;safety_security;mental_health_elderly;community_support_programs;workforce_constraint;practical_suggestion;pillar_spiritual;pillar_social;professional_identity,ar
D4_S0096,HWEL7AR.docx,7,D4_P15,participant,"Participant, role not stated, Table 7",identified,Q2,يعني صعب اضيف بعد زميلاتي ما شاء الله عليهم. يعني ذكروا تعريف شامل خلني احكي للعافية. يعني بدي اضيف شي صغير صراحه. يعني انا مستخدم الان.,spiritual_moral_anchor,ar
D4_S0097,HWEL7AR.docx,7,D4_M05,moderator,"Moderator, Table 7",identified,Q2,كمستخدم من وجهة نظر كبيرالقدر .,moderator_context,ar
D4_S0098,HWEL7AR.docx,7,D4_P15,participant,"Participant, role not stated, Table 7",identified,Q2,لا بيجوز على عجاله بنخليه خليها على دورتها يعني. يعني هو زي ما حكت الدكتورة حكت كيوورد مهم اللي هو نهج هوليستيك. يعني هو منظومة شامل العافيه. بس بجوز الزملاء ذكروا شيء طيب انه انا احس بالعافيه. يعني ممكن انا بكره لما اصير كبير القدر او احنا بلغتنا بنسميها ختيار أو شياب أو اللي بدك إياه أكون مريض ومعلول. وهذه حقيقة. والطبيب ما رح يعمل لي شي. ما رح يعمل لي كثير. لكن هو من داخلي. هل انا حاس اني انا انسان طبيعي مثلا اعامل كأني طبيعي؟ هل انا محتوى؟ هل انا مش حاسس اني عبء على الاخر. انا ظهري ما حدا رح يضبطه وجلدي ما حدا رح يضبطه وكليتي والسكري والتفاصيل هذه. لكن هو الشعور من الداخل اني اشعر بالعافيه. يعني انا اتوقع انه تكون المنظومة كلها تشعرني اني شاعر. بالعافية. وسامحوني ع الاطالة,age_dignity_language,ar
D4_S0099,HWEL7AR.docx,7,D4_M05,moderator,"Moderator, Table 7",identified,Q2,ماذا نقصد بالعافية من وجهة نظر كبار القدر .,moderator_context,ar
D4_S0100,HWEL7AR.docx,7,D4_P16,participant,"Participant, role not stated, Table 7",identified,Q2,بالعافية للكبار السن. العافية. للكبار. السن. نقدر الجهد اللي هم سووها خلال حياتهم. التقدير والاحترام. بالمختصر.,age_dignity_language,ar
D4_S0101,HWEL7AR.docx,7,D4_P17,participant,"Elderly-center participant, Table 7",identified,Q2,نفس السؤال. العافيه ولا انا متلقي الان؟,general_response,ar
D4_S0102,HWEL7AR.docx,7,D4_P17,participant,"Elderly-center participant, Table 7",identified,Q2,مفهوم مستقر أنا أقول إذا كان كبير القدر مستقر من كل الجوانب، فهي العافية موجودة بدلالة الاجتماعي والجانب الروحي والجانب النفسي. يعني الاستقراريعتبر كعافية.,inner_peace_stability;mental_health_elderly;service_adequacy_reflection,ar
D4_S0103,HWEL7AR.docx,7,D4_M05,moderator,"Moderator, Table 7",identified,Q2,يعني عندك أمثلة تقدر تعطينها لنا كمقدم للرعاية ؟,moderator_context,ar
D4_S0104,HWEL7AR.docx,7,D4_P17,participant,"Elderly-center participant, Table 7",identified,Q5,نعم في كثير مثلا كبار السن كبار قدر ما تكون مستقر مثلا. بمعنى أنه مثلا عنده علاقة اجتماعية مع الأسرة أو مع أبناء المحيطين كلهم، فالاستقرار النفسي هذا يولد مع استقرار أيضا اللي هو الطب النفسي يعني الطبي مثل ما نقول ممكن أيضا الاستقرار اللي هو مثلا مستقر ماديا إذا كان مستقر ماديا أيضا يؤثر على الجانب النفسي أوالجانب الاجتماعي ، فالاستقرار اشمل ويتضمن تاخذ كل الجوانب هذه الموجودة يعني.,inner_peace_stability;mental_health_elderly;family_caregiver_ecology;service_adequacy_reflection;pillar_social;age_dignity_language,ar
D4_S0105,HWEL7AR.docx,7,D4_P15,participant,"Participant, role not stated, Table 7",identified,Q2,ما قالوا كل شيء بس يعني يعني. الدكتور بس يعني هو بعافية يعني ترى تعتمد ايضا على البلد. اذا قلت لواحد من المغرب او الجزائر بعافيه يعني بالنار صحيح ولا لا؟ ترى عندهم العافيه النار اي المغاربه عندهم العافية من قلت له بعافيه يعني النار النار معناها العافيه. فهاي اي اي بالمغرب.المغرب. نعم الله يعطيك العافيه. مفروض انتم اقرب للمغرب يعني افريقيا. اي يعني اذا تقولي لا يعطيك العافيه يقول لك شنو؟ شنو يعني قصدك.اذن ده تحدي من التحدياتفلازم هم تعرف الجنسيه بالظبط لازم الجنسيه تعرفها اي ضروريه. فما اعرف انا مثل ما قالوا اخوان هو اولن اول يعني كل الجوانب وتعرفه انه هو بعافية او يعني بصحه جيده هنا هذا انه هو مدركي. يعني يكون وياك مدرك تحسه انه هو مدرك اللي انسان من مدرك ذهنه يشتغل عدل. يعني جسمه كله عدل مو مدرك مدرك يعني تكلم معاه تتواصل وياه. تحسه انسان مدرك كبير. هو صح لكن مدرك يعني يدرك الاشياء من..,spiritual_moral_anchor;practical_suggestion,ar
D4_S0106,HWEL7AR.docx,7,D4_P18,participant,"Service recipient, Table 7",identified,Q2,العافية العافية في المغرب ما يحتاج تسجيل هذا.,service_recipient_voice;general_response,ar
D4_S0107,HWEL7AR.docx,7,D4_M05,moderator,"Moderator, Table 7",identified,Q3,يعني.العافية بالنار. وفي بعض المناطق من تزايد استعارة ليس بالمعنى الحقيقي بل كله. يعطيك العافيه. يفهم معنى يعطيك الخير والبركه وصحه البدن. ولكن تستعمل كاستعارة بدل ما يقولك حمار يعني كلمه صعبه. وهذا الموقف العربي حتى في القران الكريم. صحيح كلمه سيئه لا تعني معنى مختلف. ولكن يمكنك استعارة والاستعارة في اللغه العربيه قويه جدا جدا. تفهم في السياق يعني في السياق الاطار اللغوي واللشرقي عندما تستعمل كلمة وهذا موجود كثير في العالم العربي. حتى في البلد الواحد. ما هذا؟ والمصريين مثل الاخوة المصريين يقولوا واحد فيكم يقول لك هذا وحش. اه اقصد هو انه جميل لطيف عندنا.,moderator_context,ar
D4_S0108,HWEL7AR.docx,7,D4_M05,moderator,"Moderator, Table 7",identified,Q3,اشكرك جدا. اشكركم جميعا. ما شاء الله سنتخطى الاسئلة بسهولة بفضلكم. الحمد لله رب العالمين.السؤال الثالث بيقول بناء على ما شاهدناه او تعاملنا معه من ركائز الحياة الطيبة. كيف يمكن لهذه الركائز أن تحسن عافية كبار السن؟ركائز الركائز الخمسة للرعايةلكبار.السن على كبار السن من وجهة نظرك كمقدم للرعاية .,moderator_context,ar
D4_S0109,HWEL7AR.docx,7,D4_P13,participant,"Rehabilitation-hospital participant, Table 7",identified,Q3,اه ممكن اني اتكلم من كافة الجوانب ولا امسك ركيزة واحدة مثلابشكل عام معلش.,professional_identity;general_response,ar
D4_S0110,HWEL7AR.docx,7,D4_M05,moderator,"Moderator, Table 7",identified,Q3,السؤال كيف يمكن ان تحسن هذه الركائز من عافية لكبار السن؟,moderator_context,ar
D4_S0111,HWEL7AR.docx,7,D4_P13,participant,"Rehabilitation-hospital participant, Table 7",identified,Q3,تقريبا مشابه تقريبا للجواب اللي للسؤال السابق اللي هو يعني من ناحية مثلا الركيزة الاجتماعية. الركيزة الاجتماعية. انت في عندك بيئة أسرية متعاونة. قاعدة تقدم لك دعم بشتى الوسائل في مسؤولية أسرية تجاه المريض، في تبادل أدوار، في تعاون، هذي من ناحية الركيزة الاجتماعية هذي تعطي الدافع للمريض، الركيزة البدنية بالنسبة للكبير القدر نفسه اللي هو حاس مثلا ممكن مثلا هو عنده مشاكل صحية لكن في. في. في قوة داخلية في عزيمة في في شعور داخلي أنه مهما كان الوضع الصحي حتى لو كان مرض يعني لا حول ولا قوة. خلاص أنا عندي رضا داخلي أو عندي عزيمة أو عندي إيمان إنه مهما. مهما كان الوضع الصحي اللي أنا عليه هاي اختبار أنا لازم. يعني مثلا أعيش هالاختبار. بشتى الوسائل ويعني شعور بالرضا الحكمة اللي هو يعني مثلا من ناحية الركيزة الفكرية الحكمة والاعتبار. اللي هو يعني أتصرف مع الوضع الصحي اللي أنا فيه بعقلانية سواء من ناحية كبير القدر نفسه أو من ناحية الأهل أحيانا، يعني ممكن كبير القدر يكون مثلا متعايش أو عادي، يعني عنده عنده رضا مثلا على الوضع الصحي اللي هو فيه، لكن تأثير الأهل يسبب إحباط، فما في حكمة في التعامل مع المريض، ولا حكمة في التعامل مع الوضع الصحي اللي هو فيه.,contentment_acceptance;family_caregiver_ecology;practical_suggestion;pillar_intellectual;pillar_physical;pillar_social;professional_identity,ar
D4_S0112,HWEL7AR.docx,7,D4_M05,moderator,"Moderator, Table 7",identified,Q3,يعني حضرتك كمقدم للرعاية تدمجي كل هذه الامور.,moderator_context,ar
D4_S0113,HWEL7AR.docx,7,D4_P13,participant,"Rehabilitation-hospital participant, Table 7",identified,Q3,لازم ما في جانب ممكن يعني نشيله من الجوانب اللي موجودة كلها مرتبطة في بعضها، الركيزة الروحية نفس ما ذكرنا اللي هو الإيمان، الرضا الداخلي، العاطفية ما نتعامل بالذات كبار القدر عندهم حساسية إنه أنا مش مش عالة يعني، فما راح أتعامل معك بعاطفية زايدة، ما راح أخدمك في كل أمور حياتك، لا لازم أحسسك بوجود كيانك بكرامتك، أنت في أشياء مهما كان وضعك الصحي قادر تسويها تعتمد على نفسك فيها.,contentment_acceptance;spiritual_moral_anchor;dignity_autonomy;family_caregiver_ecology;service_adequacy_reflection;dependence_resistance;practical_suggestion;pillar_spiritual;pillar_emotional;age_dignity_language;professional_identity,ar
D4_S0114,HWEL7AR.docx,7,D4_P14,participant,"Home care physician, Table 7",identified,Q3,أنا كمقدم خدمة دايما أحب أتعامل بالناحية النفسية أشوف لغة الجسد هو شنو حاب؟ شنو يتكلم؟ شلون لغة التواصل هو تقبلني ولا لا. طبعا ما فيني أنا أروح وأقول كل نصايحي غير الدوا . لازم تسوي رياضة. انا مش اوامر أعطيه . طبعا انا لازم اتكلم بناء على قبوله لي. بداية الكلام. انا دايما اتكلم بالناحية النفسية. هو شلون قابل الخدمة. انت عارف انا منو. اول شي لازم أعرف عن نفسي ، انا ايش راح اخدمك فيه؟ ايش راح اعطيك من خدمة؟ هل هو قابل هذي الخدمة؟ طبعا هذي كلها ناخذها وقت ممكن 45 دقيقة انا موجودة. اللمس السلام. يعني اعطيه قيمته في كل هالاشياء. ترى هي كلها تتمركز ان انا اعطيه محور الحديث. اذا كان يعني لا زال مش فاقد اللي ما عنده تراجع في القضية المعرفية. فبالنسبة للناس الكبار اللي فاقدين للأهلية لا قدر الله عندهم ضعف وهم مش فاهمين. ممكن انا بس اجي اسلم. السلام عليكم. شلونك يبه شخبارك. اسال الاهل قبل ما ابدا اي معلومات انتم تحبون اوقفها في مستوى معين. بعضهم يعني لهم الحق انه هم يقولون لي لا تناقشين في هالموضوع ما يعرف انه حالته الصحيه في هالمستوى. فانا قبل ما ابدأ لازم احترم هو في اي مستوى واصل. فطبعا احنا يعني احنا لازم نعرف وين واصل هو وانا ابدا ابني عليها. فلذلك هو انا اعتقد نبدا بعدين الخطة العلاجية هاي اسهل شي عطي الادوية حط غير الادويه نظف قائمة الادويه. بولي فارمسي. طبعا ممكن دكتور علاء هو اكثر واحد ممكن هاي من الاشياء، فلذلك هي خلنا نقول هو بالنص المحور مالنا الكور نعطيه. طبعا الحمد لله بفضل من رب العالمين، مؤسسة حمد الحين متبنيين اللي هو اللي الرعاية المتمحورة حوالين الفرد وليس المريض. الفرد يشمل الطبيب ومقدم الخدمة الرعاية الصحية والمريض نفسه والأهالي اللي حواليهم. فطبعا إذا كان لا زال حتى نقول له يا يبه وش رايك انت شتقول؟ انت مستانس حتى نعطيه قيمة نعطيه اهليه. هو انت ترى مهم بالنسبه لنا نعطيه قيمه. هذه هي.,spiritual_moral_anchor;mental_health_elderly;family_caregiver_ecology;service_adequacy_reflection;institutional_example;practical_suggestion;professional_identity,ar
D4_S0115,HWEL7AR.docx,7,D4_P15,participant,"Participant, role not stated, Table 7",identified,Q3,انا الان كمستخدم كمتلقي.,service_recipient_voice;general_response,ar
D4_S0116,HWEL7AR.docx,7,D4_M05,moderator,"Moderator, Table 7",identified,Q3,من كبار القدم.,moderator_context,ar
D4_S0117,HWEL7AR.docx,7,D4_P15,participant,"Participant, role not stated, Table 7",identified,Q6,يعني باختصار خلني اكون مختصر. يعني انه استرجع المكانة. فعلا كل المحاور هذي اذا كانت ناجعه الاصل اني انا استرجع مكانتي. استرجع مكانتي ككبير القدر. احس بوجودي. احس بمكانتي. احس بأهميتي. يعني استرجاع المفقود ما اخذه الدهر. خلنا نحكي باختصار يعني حلو. الله يسعدك,spiritual_moral_anchor,ar
D4_S0118,HWEL7AR.docx,7,D4_P16,participant,"Participant, role not stated, Table 7",identified,Q3,طبعا اني احكي نيابة دكتور مصطفى. طبعا الحياة الطيبة لكبار السن خاصة الخدمات نقدمها مثل الدكتورة تفضلت. طبعا انتي ركزتي على الناحية النفسية. هذا شي ضروري يعني نشوف الفشل. يعني مرات احنا نشوف المريض للمستخدم. يعني يمكن احنا ما نعرف شنو الظروف هم يمرون بها. المخاوف وخاصة لكبار السن يوصلون فد مرحلة الحياة العائلي. يمكن عدهم افراد العائلة متزوجين مو موجودين بالبيت. يعني يحسون اكو نقص اجتماعي ويمكن انتي توافقين وياي هذا الشي. يعني احس يعني له دور كبير بالعلاج اللي احنا نقدمها. سواء النظرة تعبيرات الوجه والقلق، والمخاوف. والعيش الحياة التي عاشوا بها قبل 20-30 ولا 40. تختلف من 50 و60. والحياه العائليه كلها مرتبط ويا البعض احنا المستخدمين الكبار السن شوي. نرجع مره ثانيه للصبر. نصبر قبل احنا ما نشوف ننقدهم ونشوف شنو الوضع لو قدرنا ونعطيهم هذه الفرصه 5 -10 دقائق وهم يقولون كل شي اللي اللي يريدون الخدمه ويريدون المعالجه من ناحيتنا.,mental_health_elderly;family_caregiver_ecology;workforce_constraint;age_dignity_language,ar
